dataset.id melody.id note.id melody.name vertint12 articulation comma voice ornament dyn phrase bioi deltast accidental mpitch cpitch barlength pulses tempo mode keysig dur onset cpitch.order.ltm.cpintfref cpitch.order.stm.cpintfref cpitch.weight.ltm cpitch.weight.stm cpitch.weight.ltm.cpintfref cpitch.weight.stm.cpintfref cpitch.probability cpitch.information.content cpitch.entropy cpitch.40 cpitch.51 cpitch.53 cpitch.55 cpitch.56 cpitch.57 cpitch.58 cpitch.59 cpitch.60 cpitch.61 cpitch.62 cpitch.63 cpitch.64 cpitch.65 cpitch.66 cpitch.67 cpitch.68 cpitch.69 cpitch.70 cpitch.71 cpitch.72 cpitch.73 cpitch.74 cpitch.75 cpitch.76 cpitch.77 cpitch.78 cpitch.79 cpitch.80 cpitch.81 cpitch.82 cpitch.83 cpitch.84 cpitch.85 cpitch.86 cpitch.88 cpitch.89 cpitch.90 probability information.content entropy 
701 1 11 "Dallapiccola_quartina_2" NA 0 0 1 0 NA 0 24 1 NA NA 53 96 4 600000 0 0 23 240 1 0 0.5217489 0.47825113 1.0 1.0 0.015219302 6.037954 5.205387 0.021453293 0.024895053 0.015219302 0.041353583 0.032735024 0.024370424 0.024895053 0.028604392 0.023561992 0.02396033 0.028143538 0.024895053 0.021453293 0.015219302 0.03191716 0.041353583 0.032735024 0.024370424 0.024895053 0.028604392 0.023561992 0.02396033 0.028143538 0.024895053 0.021453293 0.015219302 0.03191716 0.041353583 0.032735024 0.024370424 0.024895053 0.028604392 0.023561992 0.02396033 0.028143538 0.021453293 0.015219302 0.03191716 0.015219302 6.037954 5.205387 
701 1 12 "Dallapiccola_quartina_2" NA 0 0 1 0 NA 0 24 1 NA NA 61 96 4 600000 0 0 23 264 1 0 0.5138384 0.48616156 1.0 1.0 0.021047266 5.5702233 5.2242813 0.021949355 0.029265806 0.02163642 0.025616147 0.025141902 0.03326996 0.024167053 0.033635147 0.020591984 0.021047266 0.02884856 0.029265806 0.021949355 0.02163642 0.033635147 0.025616147 0.025141902 0.03326996 0.024167053 0.033635147 0.020591984 0.021047266 0.02884856 0.029265806 0.021949355 0.02163642 0.033635147 0.025616147 0.025141902 0.03326996 0.024167053 0.033635147 0.020591984 0.021047266 0.02884856 0.021949355 0.02163642 0.033635147 0.021047266 5.5702233 5.2242813 
701 1 13 "Dallapiccola_quartina_2" NA 0 0 1 0 NA 0 24 1 NA NA 72 96 4 600000 0 0 23 288 1 0 0.5141603 0.48583966 0.99999994 1.0 0.02545958 5.2956476 5.2330213 0.024353897 0.023326397 0.024089318 0.029428935 0.024267934 0.03211909 0.023326397 0.023326397 0.02545958 0.028251179 0.03591008 0.023326397 0.024353897 0.024089318 0.023326397 0.029428935 0.024267934 0.03211909 0.023326397 0.023326397 0.02545958 0.028251179 0.03591008 0.023326397 0.024353897 0.024089318 0.023326397 0.029428935 0.024267934 0.03211909 0.023326397 0.023326397 0.02545958 0.028251179 0.03591008 0.024353897 0.024089318 0.023326397 0.02545958 5.2956476 5.2330213 
701 2 1 "Schoenberg_I" NA 0 0 1 0 NA 0 0 0 NA NA 79 96 4 600000 0 -1 23 0 0 0 0.5010958 0.4989043 1.0 1.0 0.027191639 5.200693 5.236741 0.020833323 0.027777763 0.020393727 0.027191639 0.027777763 0.027777763 0.027191639 0.027777763 0.029466573 0.02891455 0.027191639 0.027777763 0.020833323 0.020393727 0.027191639 0.027191639 0.027777763 0.027777763 0.027191639 0.027777763 0.029466573 0.02891455 0.027191639 0.027777763 0.020833323 0.020393727 0.027191639 0.027191639 0.027777763 0.027777763 0.027191639 0.027777763 0.029466573 0.02891455 0.027191639 0.020833323 0.020393727 0.027191639 0.027191639 5.200693 5.236741 
701 2 2 "Schoenberg_I" NA 0 0 1 0 NA 0 24 1 NA NA 85 96 4 600000 0 -1 23 24 1 0 0.36463505 0.63536495 1.0 1.0 0.020203551 5.629247 5.0318766 0.023177393 0.024435306 0.01449018 0.08413244 0.019622404 0.019622404 0.01932024 0.019622404 0.020483503 0.020203551 0.02783382 0.024435306 0.023177393 0.01449018 0.02783382 0.08413244 0.019622404 0.019622404 0.01932024 0.019622404 0.020483503 0.020203551 0.02783382 0.024435306 0.023177393 0.01449018 0.02783382 0.08413244 0.019622404 0.019622404 0.01932024 0.019622404 0.020483503 0.020203551 0.02783382 0.023177393 0.01449018 0.02783382 0.020203551 5.629247 5.0318766 
701 2 3 "Schoenberg_I" NA 0 0 1 0 NA 0 24 1 NA NA 83 96 4 600000 0 -1 23 48 1 0 0.3748304 0.6251696 1.0 1.0 0.021535391 5.5371466 5.0702524 0.016151544 0.020003408 0.015942112 0.056415103 0.020003408 0.021535391 0.021256149 0.021535391 0.026940819 0.06190917 0.019686833 0.020003408 0.016151544 0.015942112 0.021256149 0.056415103 0.020003408 0.021535391 0.021256149 0.021535391 0.026940819 0.06190917 0.019686833 0.020003408 0.016151544 0.015942112 0.021256149 0.056415103 0.020003408 0.021535391 0.021256149 0.021535391 0.026940819 0.06190917 0.019686833 0.016151544 0.015942112 0.021256149 0.021535391 5.5371466 5.0702524 
701 2 4 "Schoenberg_I" NA 0 0 1 0 NA 0 24 1 NA NA 86 96 4 600000 0 -1 23 72 2 0 0.57741296 0.422587 1.0 0.99999994 0.017077662 5.8717456 5.0938206 0.016167667 0.017502537 0.012808247 0.029717831 0.028337168 0.02155689 0.024790455 0.037211925 0.018734286 0.038410787 0.017077662 0.017502537 0.016167667 0.012808247 0.061359268 0.029717831 0.028337168 0.02155689 0.024790455 0.037211925 0.018734286 0.038410787 0.017077662 0.017502537 0.016167667 0.012808247 0.061359268 0.029717831 0.028337168 0.02155689 0.024790455 0.037211925 0.018734286 0.038410787 0.017077662 0.016167667 0.012808247 0.061359268 0.017077662 5.8717456 5.0938206 
701 2 5 "Schoenberg_I" NA 0 0 1 0 NA 0 24 1 NA NA 84 96 4 600000 0 -1 23 96 1 0 0.44310746 0.55689263 1.0 1.0 0.023708321 5.398463 5.1534867 0.014652797 0.025630025 0.016905762 0.040524058 0.01953706 0.01953706 0.025371946 0.041045755 0.023708321 0.042064894 0.034663964 0.025630025 0.014652797 0.016905762 0.019172074 0.040524058 0.01953706 0.01953706 0.025371946 0.041045755 0.023708321 0.042064894 0.034663964 0.025630025 0.014652797 0.016905762 0.019172074 0.040524058 0.01953706 0.01953706 0.025371946 0.041045755 0.023708321 0.042064894 0.034663964 0.014652797 0.016905762 0.019172074 0.023708321 5.398463 5.1534867 
701 2 6 "Schoenberg_I" NA 0 0 1 0 NA 0 24 1 NA NA 80 96 4 600000 0 -1 23 120 2 0 0.6038827 0.39611736 1.0 1.0 0.06047089 4.0476155 5.1104555 0.0130429985 0.02837874 0.012712051 0.024326416 0.06047089 0.023315614 0.020098953 0.024933556 0.0345952 0.034107085 0.028667927 0.02837874 0.0130429985 0.012712051 0.020098953 0.024326416 0.06047089 0.023315614 0.020098953 0.024933556 0.0345952 0.034107085 0.028667927 0.02837874 0.0130429985 0.012712051 0.020098953 0.024326416 0.06047089 0.023315614 0.020098953 0.024933556 0.0345952 0.034107085 0.028667927 0.0130429985 0.012712051 0.020098953 0.06047089 4.0476155 5.1104555 
701 2 7 "Schoenberg_I" NA 0 0 1 0 NA 0 24 1 NA NA 75 96 4 600000 0 -1 23 144 2 0 0.7649517 0.2350482 1.0 1.0 0.013328378 6.229355 4.7628436 0.009996284 0.013328378 0.009676085 0.02476663 0.016184358 0.10515657 0.02067293 0.05475395 0.026486661 0.01716576 0.015686782 0.013328378 0.009996284 0.009676085 0.012901445 0.02476663 0.016184358 0.10515657 0.02067293 0.05475395 0.026486661 0.01716576 0.015686782 0.013328378 0.009996284 0.009676085 0.012901445 0.02476663 0.016184358 0.10515657 0.02067293 0.05475395 0.026486661 0.01716576 0.015686782 0.009996284 0.009676085 0.012901445 0.013328378 6.229355 4.7628436 
