dataset.id melody.id note.id melody.name vertint12 articulation comma voice ornament dyn phrase bioi deltast accidental mpitch cpitch barlength pulses tempo mode keysig dur onset cpitch.order.ltm.cpint-cpintfref cpitch.order.stm.cpint-cpintfref cpitch.weight.ltm cpitch.weight.stm cpitch.weight.ltm.cpint-cpintfref cpitch.weight.stm.cpint-cpintfref cpitch.probability cpitch.information.content cpitch.entropy cpitch.40 cpitch.47 cpitch.48 cpitch.49 cpitch.50 cpitch.51 cpitch.52 cpitch.53 cpitch.54 cpitch.55 cpitch.56 cpitch.57 cpitch.58 cpitch.59 cpitch.60 cpitch.61 cpitch.62 cpitch.63 cpitch.64 cpitch.65 cpitch.66 cpitch.67 cpitch.68 cpitch.69 cpitch.70 cpitch.71 cpitch.72 cpitch.73 cpitch.74 cpitch.75 cpitch.76 cpitch.77 cpitch.78 cpitch.79 cpitch.80 cpitch.81 cpitch.82 cpitch.83 cpitch.88 probability information.content entropy 
700 2 7 "Schoenberg_P" NA 0 0 1 0 NA 0 24 1 NA NA 62 96 4 600000 0 0 23 144 1 0 0.9952554 0.0047445134 1.0 1.0 0.026548501 5.2352257 2.4747086 1.9177594e-4 1.9177594e-4 1.9177594e-4 1.9177594e-4 1.9177594e-4 1.9177594e-4 1.9177594e-4 1.9177594e-4 1.9177594e-4 6.5861346e-4 1.9177594e-4 3.476959e-4 1.9177594e-4 0.0012785136 0.007895968 1.9177594e-4 0.026548501 5.032711e-4 0.014329547 0.045284383 0.010349029 0.5070501 0.0026685905 0.15777452 0.00697518 0.107669696 0.065956764 3.476959e-4 0.025633207 1.9177594e-4 0.003131055 0.00896957 1.9177594e-4 9.6880406e-4 1.9177594e-4 0.0020513597 1.9177594e-4 1.9177594e-4 3.476959e-4 0.026548501 5.2352257 2.4747086 
700 2 8 "Schoenberg_P" NA 0 0 1 0 NA 0 24 1 NA NA 61 96 4 600000 0 0 23 168 2 0 0.99651986 0.0034801194 1.0 1.0 6.738057e-4 10.53538 2.3604238 2.178389e-5 2.178389e-5 2.178389e-5 2.178389e-5 6.9802794e-5 2.178389e-5 2.178389e-5 2.292068e-4 6.9802794e-5 0.0036432177 3.7812122e-5 8.0059795e-4 1.9737119e-4 0.005595985 0.038467996 6.738057e-4 0.23553084 0.004241964 0.12300755 0.42025113 0.009555098 0.07150234 5.381589e-5 0.0010539809 3.7812122e-5 4.517059e-4 3.8818514e-4 2.178389e-5 0.08375351 2.178389e-5 3.7812122e-5 2.178389e-5 2.178389e-5 2.178389e-5 2.178389e-5 2.178389e-5 2.178389e-5 2.178389e-5 2.178389e-5 6.738057e-4 10.53538 2.3604238 
700 2 9 "Schoenberg_P" NA 0 0 1 0 NA 0 24 1 NA NA 67 96 4 600000 0 0 23 192 1 0 0.99995184 4.8215385e-5 1.0 1.0 5.934353e-4 10.718621 1.2777857 5.934353e-4 5.934353e-4 5.934353e-4 5.934353e-4 5.934353e-4 5.934353e-4 0.0021578118 5.934353e-4 5.934353e-4 5.934353e-4 5.934353e-4 0.0068506706 0.0037221278 5.934353e-4 0.041262276 0.02953132 0.8177654 0.0068506706 0.04595461 5.934353e-4 5.934353e-4 5.934353e-4 5.934353e-4 0.02483888 5.934353e-4 5.934353e-4 5.934353e-4 5.934353e-4 0.0021578118 5.934353e-4 5.934353e-4 0.0021578118 5.934353e-4 5.934353e-4 5.934353e-4 5.934353e-4 5.934353e-4 5.934353e-4 5.934353e-4 5.934353e-4 10.718621 1.2777857 
700 2 10 "Schoenberg_P" NA 0 0 1 0 NA 0 24 1 NA NA 68 96 4 600000 0 0 23 216 0 0 0.97032213 0.029677806 0.99999994 1.0 0.019143442 5.707006 3.263569 1.9661579e-4 1.9661579e-4 1.9661579e-4 1.9661579e-4 1.9661579e-4 1.9661579e-4 1.9661579e-4 1.9661579e-4 1.9661579e-4 0.0070490846 1.9661579e-4 4.225506e-4 8.643845e-4 0.0070490846 0.0276504 4.225506e-4 0.026370306 0.006946463 0.11123914 0.16483182 0.0211306 0.2743989 0.019143442 0.12375975 0.0067410804 0.019043922 0.12225564 4.225506e-4 0.015249531 0.0014069912 0.025384327 0.007459119 1.9661579e-4 0.0070490846 1.9661579e-4 5.3395634e-4 4.225506e-4 1.9661579e-4 1.9661579e-4 0.019143442 5.707006 3.263569 
700 2 11 "Schoenberg_P" NA 0 0 1 0 NA 0 24 1 NA NA 59 96 4 600000 0 0 23 240 1 0 0.99151915 0.008480853 1.0 1.0 7.369565e-4 10.406133 2.6964588 7.369565e-4 7.369565e-4 7.369565e-4 7.369565e-4 7.369565e-4 7.369565e-4 7.369565e-4 7.369565e-4 7.369565e-4 0.0027009018 7.369565e-4 7.369565e-4 7.369565e-4 7.369565e-4 0.019402554 7.369565e-4 0.009412519 0.007035431 0.0017214774 0.089271285 0.0027009018 0.37623066 0.13464507 0.040043075 0.24290895 0.0050934795 0.03943506 0.003677227 7.369565e-4 0.006065123 0.0017214774 0.0017214774 7.369565e-4 7.369565e-4 7.369565e-4 7.369565e-4 7.369565e-4 7.369565e-4 7.369565e-4 7.369565e-4 10.406133 2.6964588 
700 2 12 "Schoenberg_P" NA 0 0 1 0 NA 0 24 1 NA NA 59 96 4 600000 0 0 23 264 0 0 0.99662596 0.0033740303 1.0 1.0 0.09718343 3.3631458 2.352335 3.4744307e-4 3.4744307e-4 0.0012848059 3.4744307e-4 0.0028419865 3.4744307e-4 0.0037747354 0.0025308542 0.0015965969 0.070427984 0.0019081807 0.25089288 0.0012848059 0.09718343 0.44677252 0.0028419865 0.08211786 6.603605e-4 0.0118363295 0.0025308542 3.4744307e-4 0.006568839 9.7275584e-4 0.0040854677 3.4744307e-4 9.7275584e-4 6.603605e-4 3.4744307e-4 3.4744307e-4 3.4744307e-4 3.4744307e-4 3.4744307e-4 3.4744307e-4 3.4744307e-4 3.4744307e-4 3.4744307e-4 3.4744307e-4 3.4744307e-4 3.4744307e-4 0.09718343 3.3631458 2.352335 
700 2 13 "Schoenberg_P" NA 0 0 1 0 NA 0 24 1 NA NA 60 96 4 600000 0 0 23 288 1 0 0.9841489 0.015851034 1.0 1.0 0.4101389 1.2858155 2.4411328 2.645914e-4 2.645914e-4 9.62538e-4 2.645914e-4 0.004071215 2.645914e-4 0.0047467086 0.0018800145 0.0031676681 0.067963295 0.0014224896 0.2355678 9.62538e-4 0.1397441 0.4101389 0.0030921986 0.0901026 4.9886224e-4 0.015346479 0.0018800145 2.645914e-4 0.007732567 7.313026e-4 0.003996054 2.645914e-4 7.313026e-4 4.9886224e-4 2.645914e-4 2.645914e-4 2.645914e-4 2.645914e-4 2.645914e-4 2.645914e-4 2.645914e-4 2.645914e-4 2.645914e-4 2.645914e-4 2.645914e-4 2.645914e-4 0.4101389 1.2858155 2.4411328 
700 3 1 "Schoenberg_R" NA 0 0 1 0 NA 0 0 0 NA NA 60 96 4 600000 0 0 23 0 0 0 0.5 0.5 1.0 1.0 0.025641028 5.2854023 5.285403 0.025641028 0.025641028 0.025641028 0.025641028 0.025641028 0.025641028 0.025641028 0.025641028 0.025641028 0.025641028 0.025641028 0.025641028 0.025641028 0.025641028 0.025641028 0.025641028 0.025641028 0.025641028 0.025641028 0.025641028 0.025641028 0.025641028 0.025641028 0.025641028 0.025641028 0.025641028 0.025641028 0.025641028 0.025641028 0.025641028 0.025641028 0.025641028 0.025641028 0.025641028 0.025641028 0.025641028 0.025641028 0.025641028 0.025641028 0.025641028 5.2854023 5.285403 
700 3 2 "Schoenberg_R" NA 0 0 1 0 NA 0 24 1 NA NA 59 96 4 600000 0 0 23 24 0 0 0.97200745 0.027992502 1.0 1.0 0.16582574 2.5922601 3.2307873 3.035594e-4 5.540688e-4 0.0058926856 3.035594e-4 0.0017723365 8.012362e-4 0.016053325 0.0024897547 0.0010461903 0.07691039 0.0035551207 0.055575073 0.029681176 0.16582574 0.2388204 0.00367287 0.19486433 0.008547892 0.10588177 0.021108419 6.7797874e-4 0.040380776 0.0010461903 0.010722955 5.540688e-4 9.239477e-4 0.007396899 3.035594e-4 4.2934835e-4 3.035594e-4 0.0010461903 4.2934835e-4 3.035594e-4 3.035594e-4 3.035594e-4 3.035594e-4 3.035594e-4 3.035594e-4 3.035594e-4 0.16582574 2.5922601 3.2307873 
700 3 3 "Schoenberg_R" NA 0 0 1 0 NA 0 24 1 NA NA 68 96 4 600000 0 0 23 48 1 0 0.9974035 0.0025965006 1.0 1.0 3.4463487e-4 11.502644 2.2638328 1.8123628e-4 1.8123628e-4 0.0013030651 1.8123628e-4 0.0033770618 1.8123628e-4 0.0041788304 0.0028995892 0.0011499001 0.057855215 0.0013126369 0.32041615 0.0016188256 0.087340996 0.41323516 0.0014848891 0.07398012 6.6128536e-4 0.011534145 0.003529814 1.8123628e-4 0.006581963 3.4463487e-4 0.0030810519 1.8123628e-4 5.078238e-4 3.4463487e-4 1.8123628e-4 1.8123628e-4 1.8123628e-4 1.8123628e-4 1.8123628e-4 1.8123628e-4 1.8123628e-4 1.8123628e-4 1.8123628e-4 1.8123628e-4 1.8123628e-4 1.8123628e-4 3.4463487e-4 11.502644 2.2638328 
