dataset.id melody.id note.id melody.name vertint12 articulation comma voice ornament dyn phrase bioi deltast accidental mpitch cpitch barlength pulses tempo mode keysig dur onset cpitch.order.ltm.cpint cpitch.order.stm.cpint cpitch.weight.ltm cpitch.weight.stm cpitch.weight.ltm.cpint cpitch.weight.stm.cpint cpitch.probability cpitch.information.content cpitch.entropy cpitch.40 cpitch.47 cpitch.48 cpitch.49 cpitch.50 cpitch.51 cpitch.52 cpitch.53 cpitch.54 cpitch.55 cpitch.56 cpitch.57 cpitch.58 cpitch.59 cpitch.60 cpitch.61 cpitch.62 cpitch.63 cpitch.64 cpitch.65 cpitch.66 cpitch.67 cpitch.68 cpitch.69 cpitch.70 cpitch.71 cpitch.72 cpitch.73 cpitch.74 cpitch.75 cpitch.76 cpitch.77 cpitch.78 cpitch.79 cpitch.80 cpitch.81 cpitch.82 cpitch.83 cpitch.88 probability information.content entropy 
700 2 7 "Schoenberg_P" NA 0 0 1 0 NA 0 24 1 NA NA 62 96 4 600000 0 0 23 144 2 0 0.96903485 0.030965175 1.0 0.99999994 0.0059534647 7.392055 2.8707411 1.8756939e-5 1.8756939e-5 1.8756939e-5 1.8756939e-5 2.2600652e-5 1.8756939e-5 2.6423482e-5 2.6423482e-5 1.8756939e-5 3.4018543e-5 5.1014783e-4 9.255632e-4 4.5312827e-5 6.483688e-4 0.007338869 8.68396e-4 0.0059534647 7.397387e-4 0.006850886 0.1515539 0.010321936 0.2010487 0.0153931305 0.12765539 0.17010379 0.03197537 0.24474686 0.004924632 0.011651152 1.0438266e-4 0.002690452 0.001206839 0.0013389975 4.3789178e-4 4.155934e-5 6.0777867e-4 3.4018543e-5 3.779496e-5 2.2600652e-5 0.0059534647 7.392055 2.8707411 
700 2 8 "Schoenberg_P" NA 0 0 1 0 NA 0 24 1 NA NA 61 96 4 600000 0 0 23 168 2 0 0.94268924 0.057310857 1.0 1.0 0.025040977 5.3195653 3.23256 2.8113538e-5 2.8113538e-5 5.0169543e-5 6.095777e-5 6.4900646e-4 6.6307206e-5 2.63938e-4 6.1178056e-4 0.0011727075 0.003091101 3.6539455e-4 0.009996565 0.0065815356 0.0153810745 0.045905598 0.025040977 0.18750963 0.017938951 0.19714162 0.23632821 0.063650526 0.058302965 1.4931904e-4 0.028896226 0.0018132521 0.027881006 0.0065815332 9.063484e-4 0.06319464 5.0169543e-5 5.5579596e-5 4.472371e-5 8.2207036e-5 3.370339e-5 2.8113538e-5 3.370339e-5 2.8113538e-5 2.8113538e-5 2.8113538e-5 0.025040977 5.3195653 3.23256 
700 2 9 "Schoenberg_P" NA 0 0 1 0 NA 0 24 1 NA NA 67 96 4 600000 0 0 23 192 2 0 0.9649807 0.035019316 0.99999994 1.0 0.0011812643 9.725452 3.0549667 5.28242e-5 9.556638e-5 1.1665255e-4 0.0013134222 2.960975e-4 6.8540126e-4 0.0027162498 0.0024839176 0.007438504 0.0012048475 0.010835768 0.027722986 0.02739417 0.3063673 0.043208443 0.12582445 0.21961041 0.06785896 0.09128095 0.014050523 0.027105726 0.0011812643 0.0066740247 0.006052314 0.0037802544 0.0016109797 1.1665255e-4 0.0019990227 9.556638e-5 1.061285e-4 1.7097025e-4 1.584329e-4 6.3599444e-5 5.28242e-5 6.3599444e-5 5.28242e-5 5.28242e-5 5.28242e-5 5.28242e-5 0.0011812643 9.725452 3.0549667 
700 2 10 "Schoenberg_P" NA 0 0 1 0 NA 0 24 1 NA NA 68 96 4 600000 0 0 23 216 2 0 0.9981072 0.0018927559 1.0 0.99999994 0.04793617 4.3827415 1.98105 1.823241e-5 1.823241e-5 2.1443251e-5 1.823241e-5 2.465318e-5 2.465318e-5 1.823241e-5 3.1070747e-5 3.7485777e-5 4.2430733e-4 4.069249e-5 1.6554068e-4 3.987679e-4 7.9117576e-4 0.0019662608 2.0774636e-4 0.003687408 0.013924045 0.018095063 0.041115727 0.29329216 0.5307818 0.04793617 0.023216408 0.006804188 0.0044194264 0.0072519043 9.544712e-5 0.002109778 6.891317e-4 0.0012341727 3.9238253e-4 3.7485777e-5 5.4877304e-4 3.1070747e-5 3.4278542e-5 2.7862312e-5 5.0309874e-5 1.823241e-5 0.04793617 4.3827415 1.98105 
700 2 11 "Schoenberg_P" NA 0 0 1 0 NA 0 24 1 NA NA 59 96 4 600000 0 0 23 240 2 0 0.935755 0.064244956 1.0 1.0 0.0015698059 9.315198 3.413996 6.502071e-5 6.502071e-5 6.502071e-5 7.784492e-5 6.502071e-5 3.054391e-4 9.0525005e-5 6.502071e-5 1.1553831e-4 2.4751396e-4 0.004238343 1.5238968e-4 0.0012751142 0.0015698059 0.13941143 0.007936755 0.0019650038 0.025661264 0.015100595 0.0597747 0.15098478 0.16508783 0.12071597 0.04073899 0.16734198 0.021459447 0.029825313 0.023374485 3.8871373e-4 0.009621832 0.0026770788 0.005387668 0.0013622858 1.401821e-4 0.0022344815 1.1553831e-4 1.2790103e-4 1.030839e-4 6.502071e-5 0.0015698059 9.315198 3.413996 
700 2 12 "Schoenberg_P" NA 0 0 1 0 NA 0 24 1 NA NA 59 96 4 600000 0 0 23 264 2 0 0.95407444 0.04592552 1.0 0.99999994 0.3163518 1.6603982 3.3122592 0.003791769 0.0010714274 0.0038358134 4.27437e-4 0.004973102 0.0019546023 0.0049832826 5.68559e-4 0.008554963 0.011226708 0.028482659 0.07091667 0.039544065 0.3163518 0.028030513 0.09280858 0.028546523 0.03202228 0.09841582 2.6228116e-4 0.025194488 0.0017112619 0.16521657 0.02156845 9.204547e-5 0.0049949223 0.0038137943 8.324273e-5 6.549593e-5 1.268877e-4 4.7511316e-5 3.840056e-5 4.7511316e-5 3.840056e-5 3.840056e-5 3.840056e-5 3.840056e-5 3.840056e-5 3.840056e-5 0.3163518 1.6603982 3.3122592 
700 2 13 "Schoenberg_P" NA 0 0 1 0 NA 0 24 1 NA NA 60 96 4 600000 0 0 23 288 3 0 0.9813256 0.018674457 0.99999994 1.0 0.031431675 4.991637 2.86367 3.5507863e-5 0.0012644818 7.697552e-5 5.91798e-4 0.0011406064 0.0023587174 0.006243839 6.395054e-4 0.011303641 0.012767943 0.026837151 0.089045875 0.08440381 0.45561996 0.031431675 0.114564076 0.026315236 0.029266197 0.060083278 2.3473702e-4 0.0065942737 0.0021177316 0.025784286 0.008834529 7.010241e-5 0.0017811274 5.6316112e-5 1.1885021e-4 4.939963e-5 9.752864e-5 3.5507863e-5 2.8524904e-5 3.5507863e-5 2.8524904e-5 2.8524904e-5 2.8524904e-5 2.8524904e-5 2.8524904e-5 2.8524904e-5 0.031431675 4.991637 2.86367 
700 3 1 "Schoenberg_R" NA 0 0 1 0 NA 0 0 0 NA NA 60 96 4 600000 0 0 23 0 0 0 0.5 0.5 1.0 1.0 0.025641028 5.2854023 5.285403 0.025641028 0.025641028 0.025641028 0.025641028 0.025641028 0.025641028 0.025641028 0.025641028 0.025641028 0.025641028 0.025641028 0.025641028 0.025641028 0.025641028 0.025641028 0.025641028 0.025641028 0.025641028 0.025641028 0.025641028 0.025641028 0.025641028 0.025641028 0.025641028 0.025641028 0.025641028 0.025641028 0.025641028 0.025641028 0.025641028 0.025641028 0.025641028 0.025641028 0.025641028 0.025641028 0.025641028 0.025641028 0.025641028 0.025641028 0.025641028 5.2854023 5.285403 
700 3 2 "Schoenberg_R" NA 0 0 1 0 NA 0 24 1 NA NA 59 96 4 600000 0 0 23 24 0 0 0.9552826 0.044717364 1.0 1.0 0.08782629 3.5092034 3.4779308 1.0927448e-4 2.6221853e-4 0.0030617726 2.8721365e-4 0.0012200484 0.0029052922 0.0055898377 0.013371897 0.0014983771 0.024491299 0.032177676 0.057748996 0.19474208 0.08782629 0.19957396 0.0753804 0.14235637 0.044064686 0.029070545 0.04685901 6.772321e-4 0.014349667 0.004871257 0.008553566 0.0028381096 2.6221853e-4 0.0039272592 2.1187856e-4 2.3711125e-4 1.865041e-4 3.616237e-4 1.3523686e-4 1.0927448e-4 1.3523686e-4 1.0927448e-4 1.0927448e-4 1.0927448e-4 1.0927448e-4 1.0927448e-4 0.08782629 3.5092034 3.4779308 
700 3 3 "Schoenberg_R" NA 0 0 1 0 NA 0 24 1 NA NA 68 96 4 600000 0 0 23 48 1 0 0.9447188 0.055281192 1.0 1.0 0.0030107528 8.37566 3.0209467 4.9835504e-5 0.0010900209 5.237656e-4 8.390384e-4 0.004534649 0.0021634838 0.007488656 0.001701698 0.008864171 0.04197166 0.020718679 0.3462237 0.04049438 0.1490845 0.18357123 0.049969006 0.07064942 0.011281884 0.031091355 0.0025555114 0.006079259 0.01087245 0.0030107528 0.0019636264 9.592405e-5 0.0021480478 7.7691744e-5 8.683596e-5 2.8488372e-4 1.3181883e-4 4.9835504e-5 4.0363248e-5 4.9835504e-5 4.0363248e-5 4.0363248e-5 4.0363248e-5 4.0363248e-5 4.0363248e-5 4.0363248e-5 0.0030107528 8.37566 3.0209467 
700 3 4 "Schoenberg_R" NA 0 0 1 0 NA 0 24 1 NA NA 67 96 4 600000 0 0 23 72 1 0 0.97756183 0.022438126 1.0 1.0 0.014435271 6.114258 2.6173327 1.700886e-5 1.700886e-5 1.700886e-5 2.052798e-5 1.700886e-5 2.4033228e-5 2.4033228e-5 1.700886e-5 3.101008e-5 3.7950773e-5 0.0028905766 0.004913762 1.734751e-4 0.016973484 8.144875e-4 0.0043937904 2.1350283e-4 0.015441627 0.1817904 0.0112075135 0.32153428 0.014435271 0.30277193 0.046022452 0.024607759 0.032172546 0.0043916395 0.007156753 9.609463e-5 0.0021335576 7.078203e-4 0.0013368521 4.0824135e-4 3.7950773e-5 5.682618e-4 0.002504378 3.448444e-5 2.7526743e-5 1.700886e-5 0.014435271 6.114258 2.6173327 
