dataset.id melody.id note.id melody.name vertint12 articulation comma voice ornament dyn phrase bioi deltast accidental mpitch cpitch barlength pulses tempo mode keysig dur onset cpitch.order.ltm.cpint-cpitch cpitch.order.stm.cpint-cpitch cpitch.weight.ltm cpitch.weight.stm cpitch.weight.ltm.cpint-cpitch cpitch.weight.stm.cpint-cpitch cpitch.probability cpitch.information.content cpitch.entropy cpitch.40 cpitch.47 cpitch.48 cpitch.49 cpitch.50 cpitch.51 cpitch.52 cpitch.53 cpitch.54 cpitch.55 cpitch.56 cpitch.57 cpitch.58 cpitch.59 cpitch.60 cpitch.61 cpitch.62 cpitch.63 cpitch.64 cpitch.65 cpitch.66 cpitch.67 cpitch.68 cpitch.69 cpitch.70 cpitch.71 cpitch.72 cpitch.73 cpitch.74 cpitch.75 cpitch.76 cpitch.77 cpitch.78 cpitch.79 cpitch.80 cpitch.81 cpitch.82 cpitch.83 cpitch.88 probability information.content entropy 
700 2 7 "Schoenberg_P" NA 0 0 1 0 NA 0 24 1 NA NA 62 96 4 600000 0 0 23 144 2 0 0.99797034 0.0020297098 1.0 1.0 0.008175427 6.93449 2.1843998 2.2893062e-5 2.2893062e-5 2.2893062e-5 2.2893062e-5 2.2893062e-5 2.2893062e-5 2.2893062e-5 2.2893062e-5 2.2893062e-5 2.2893062e-5 2.2893062e-5 4.1573247e-5 2.2893062e-5 2.2893062e-5 5.2526325e-4 1.3479014e-4 0.008175427 4.1573247e-5 0.0016567011 0.06660752 0.003397152 0.13794556 0.0039521703 0.11782393 0.07659285 0.03384075 0.5384074 0.0019531394 0.0046919505 4.1573247e-5 7.480653e-4 0.002573524 2.6506803e-4 1.1616203e-4 2.2893062e-5 7.888631e-5 2.2893062e-5 2.2893062e-5 2.2893062e-5 0.008175427 6.93449 2.1843998 
700 2 8 "Schoenberg_P" NA 0 0 1 0 NA 0 24 1 NA NA 61 96 4 600000 0 0 23 168 2 0 0.99142534 0.008574669 1.0 1.0 0.0069219815 7.1745987 2.6981864 1.0674143e-4 1.0674143e-4 1.0674143e-4 1.0674143e-4 4.4604752e-4 1.0674143e-4 1.6361213e-4 6.1464973e-4 7.2682026e-4 0.0023978513 1.6361213e-4 0.0023423757 0.00223139 0.006812047 0.046058558 0.0069219815 0.17992494 0.0065371403 0.3849787 0.010323462 0.026919309 0.06657054 2.2030874e-4 0.039969 7.828477e-4 0.0114063 0.010092173 1.0674143e-4 0.19140483 1.6361213e-4 2.76878e-4 1.6361213e-4 1.0674143e-4 1.0674143e-4 1.0674143e-4 1.0674143e-4 1.0674143e-4 1.0674143e-4 1.0674143e-4 0.0069219815 7.1745987 2.6981864 
700 2 9 "Schoenberg_P" NA 0 0 1 0 NA 0 24 1 NA NA 67 96 4 600000 0 0 23 192 1 0 0.991956 0.008043973 1.0 1.0 8.140557e-4 10.262586 2.6767275 8.140557e-4 8.140557e-4 8.140557e-4 8.140557e-4 8.140557e-4 8.140557e-4 8.140557e-4 8.140557e-4 0.0027762125 0.007315674 8.140557e-4 0.03744176 0.0027762125 0.30203494 0.0076387953 0.08288245 0.36094296 0.015367874 0.09016814 0.0027762125 0.046045337 8.140557e-4 0.0017974301 0.00828471 8.140557e-4 0.00828471 8.140557e-4 0.0027762125 0.0017974301 8.140557e-4 8.140557e-4 0.0017974301 8.140557e-4 8.140557e-4 8.140557e-4 8.140557e-4 8.140557e-4 8.140557e-4 8.140557e-4 8.140557e-4 10.262586 2.6767275 
700 2 10 "Schoenberg_P" NA 0 0 1 0 NA 0 24 1 NA NA 68 96 4 600000 0 0 23 216 0 0 0.9664467 0.033553388 1.0 1.0 0.027870879 5.1650977 3.3279912 3.5632204e-4 3.5632204e-4 3.5632204e-4 3.5632204e-4 3.5632204e-4 3.5632204e-4 3.5632204e-4 3.5632204e-4 3.5632204e-4 0.0014699294 3.5632204e-4 5.837773e-4 0.0012507777 0.0019049905 0.0120860385 8.0811285e-4 0.02431067 0.01793418 0.05224157 0.16220392 0.07220259 0.22310433 0.027870879 0.22292072 0.04119274 0.04876214 0.043137893 0.0010302776 0.021330018 0.0061332243 0.007583538 0.0010302776 3.5632204e-4 0.0029789705 3.5632204e-4 3.5632204e-4 5.837773e-4 3.5632204e-4 3.5632204e-4 0.027870879 5.1650977 3.3279912 
700 2 11 "Schoenberg_P" NA 0 0 1 0 NA 0 24 1 NA NA 59 96 4 600000 0 0 23 240 1 0 0.9891037 0.010896329 1.0 1.0 6.9418736e-4 10.492387 2.791331 1.7618824e-4 1.7618824e-4 1.7618824e-4 1.7618824e-4 1.7618824e-4 1.7618824e-4 1.7618824e-4 1.7618824e-4 1.7618824e-4 3.4972513e-4 3.4972513e-4 1.7618824e-4 1.7618824e-4 6.9418736e-4 1.7618824e-4 1.7618824e-4 0.0010366905 0.020543434 0.010110039 0.24979185 0.019240692 0.19365017 0.10943825 0.0862338 0.25552243 0.012773107 0.022196397 0.0039162184 3.4972513e-4 3.4972513e-4 0.008546151 6.9418736e-4 1.7618824e-4 1.7618824e-4 8.656269e-4 1.7618824e-4 1.7618824e-4 1.7618824e-4 1.7618824e-4 6.9418736e-4 10.492387 2.791331 
700 2 12 "Schoenberg_P" NA 0 0 1 0 NA 0 24 1 NA NA 59 96 4 600000 0 0 23 264 1 0 0.97482616 0.025173834 1.0 1.0 0.21535093 2.2152386 3.1761665 0.15318996 7.547456e-4 0.0013517668 7.547456e-4 0.0013517668 7.547456e-4 0.0036881024 0.001941813 0.001941813 0.029887164 0.0065537286 0.12934867 0.001941813 0.21535093 0.17397192 0.03643882 0.041332286 0.0013517668 0.018324558 0.001941813 0.001941813 0.005412415 0.0048394892 0.15371473 7.547456e-4 0.0013517668 7.547456e-4 7.547456e-4 7.547456e-4 7.547456e-4 7.547456e-4 7.547456e-4 7.547456e-4 7.547456e-4 7.547456e-4 7.547456e-4 7.547456e-4 7.547456e-4 7.547456e-4 0.21535093 2.2152386 3.1761665 
700 2 13 "Schoenberg_P" NA 0 0 1 0 NA 0 24 1 NA NA 60 96 4 600000 0 0 23 288 2 0 0.95972866 0.040271286 1.0 1.0 0.22051184 2.181072 2.7949042 0.0013376145 7.5361505e-4 0.0013376145 7.5361505e-4 0.0013376145 7.5361505e-4 0.005885007 0.0019107348 0.0019107348 0.0387439 0.010799991 0.15903041 0.0019107348 0.3640981 0.22051184 0.04890636 0.07187274 0.0013376145 0.03238244 0.0019107348 0.0019107348 0.005241909 0.009207178 0.0019107348 7.5361505e-4 0.003693908 7.5361505e-4 7.5361505e-4 7.5361505e-4 7.5361505e-4 7.5361505e-4 7.5361505e-4 7.5361505e-4 7.5361505e-4 7.5361505e-4 7.5361505e-4 7.5361505e-4 7.5361505e-4 7.5361505e-4 0.22051184 2.181072 2.7949042 
700 3 1 "Schoenberg_R" NA 0 0 1 0 NA 0 0 0 NA NA 60 96 4 600000 0 0 23 0 0 0 0.5 0.5 1.0 1.0 0.025641028 5.2854023 5.285403 0.025641028 0.025641028 0.025641028 0.025641028 0.025641028 0.025641028 0.025641028 0.025641028 0.025641028 0.025641028 0.025641028 0.025641028 0.025641028 0.025641028 0.025641028 0.025641028 0.025641028 0.025641028 0.025641028 0.025641028 0.025641028 0.025641028 0.025641028 0.025641028 0.025641028 0.025641028 0.025641028 0.025641028 0.025641028 0.025641028 0.025641028 0.025641028 0.025641028 0.025641028 0.025641028 0.025641028 0.025641028 0.025641028 0.025641028 0.025641028 5.2854023 5.285403 
700 3 2 "Schoenberg_R" NA 0 0 1 0 NA 0 24 1 NA NA 59 96 4 600000 0 0 23 24 0 0 0.96172047 0.038279563 1.0 1.0 0.13384628 2.9013512 3.402654 6.968598e-4 6.968598e-4 0.0049328674 6.968598e-4 0.0016680334 6.968598e-4 0.009002908 0.003084105 0.0011865274 0.05969312 0.00447376 0.042572375 0.055537835 0.13384628 0.24840331 0.0049328674 0.16624805 0.009895975 0.07003279 0.10802419 6.968598e-4 0.029871693 0.0026157377 0.016944503 0.0035496473 6.968598e-4 0.009002908 6.968598e-4 6.968598e-4 6.968598e-4 0.002143988 6.968598e-4 6.968598e-4 0.0011865274 6.968598e-4 6.968598e-4 6.968598e-4 6.968598e-4 6.968598e-4 0.13384628 2.9013512 3.402654 
700 3 3 "Schoenberg_R" NA 0 0 1 0 NA 0 24 1 NA NA 68 96 4 600000 0 0 23 48 1 0 0.99129426 0.008705742 0.99999994 1.0 0.0037780069 8.04816 2.708779 0.0011744532 6.493199e-4 0.002774177 6.493199e-4 0.002774177 6.493199e-4 0.008014388 0.0048829564 0.0016974573 0.05073342 0.0058479602 0.27041173 0.003293737 0.11034663 0.37753108 0.035030626 0.06912305 0.002774177 0.021341326 0.0048829564 0.0016974573 0.007980046 0.0037780069 0.0016974573 6.493199e-4 0.0011744532 6.493199e-4 6.493199e-4 6.493199e-4 6.493199e-4 6.493199e-4 6.493199e-4 6.493199e-4 6.493199e-4 6.493199e-4 6.493199e-4 6.493199e-4 6.493199e-4 6.493199e-4 0.0037780069 8.04816 2.708779 
