dataset.id melody.id note.id melody.name vertint12 articulation comma voice ornament dyn phrase bioi deltast accidental mpitch cpitch barlength pulses tempo mode keysig dur onset cpitch.order.ltm.cpintfref cpitch.order.stm.cpintfref cpitch.weight.ltm cpitch.weight.stm cpitch.weight.ltm.cpintfref cpitch.weight.stm.cpintfref cpitch.probability cpitch.information.content cpitch.entropy cpitch.40 cpitch.47 cpitch.48 cpitch.49 cpitch.50 cpitch.51 cpitch.52 cpitch.53 cpitch.54 cpitch.55 cpitch.56 cpitch.57 cpitch.58 cpitch.59 cpitch.60 cpitch.61 cpitch.62 cpitch.63 cpitch.64 cpitch.65 cpitch.66 cpitch.67 cpitch.68 cpitch.69 cpitch.70 cpitch.71 cpitch.72 cpitch.73 cpitch.74 cpitch.75 cpitch.76 cpitch.77 cpitch.78 cpitch.79 cpitch.80 cpitch.81 cpitch.82 cpitch.83 cpitch.88 probability information.content entropy 
700 3 8 "Schoenberg_RI" NA 0 0 1 0 NA 0 24 1 NA NA 72 96 4 600000 0 -1 23 168 2 0 0.8168026 0.18319732 1.0 1.0 0.033679888 4.8919687 4.4254546 0.0013549405 0.0015752072 0.033679888 0.015348586 0.0024403585 0.0070453067 0.0013549405 0.039040193 0.0047835293 0.08907458 0.0545115 0.01144542 0.07160541 0.0015752072 0.033679888 0.015348586 0.0024403585 0.0070453067 0.0013549405 0.039040193 0.0047835293 0.08907458 0.0545115 0.01144542 0.07160541 0.0015752072 0.033679888 0.015348586 0.0024403585 0.0070453067 0.0013549405 0.039040193 0.0047835293 0.08907458 0.0545115 0.01144542 0.07160541 0.0015752072 0.0013549405 0.033679888 4.8919687 4.4254546 
700 3 9 "Schoenberg_RI" NA 0 0 1 0 NA 0 24 1 NA NA 74 96 4 600000 0 -1 23 192 3 0 0.8603901 0.13960983 1.0 1.0 0.021706294 5.5257425 4.2214956 0.0019248725 0.0019375556 0.10480747 0.016013842 0.021706294 0.035660774 0.0019248725 0.024994297 2.7472276e-4 0.0045045363 0.0047373017 0.013636237 0.10120635 0.0019375556 0.10480747 0.016013842 0.021706294 0.035660774 0.0019248725 0.024994297 2.7472276e-4 0.0045045363 0.0047373017 0.013636237 0.10120635 0.0019375556 0.10480747 0.016013842 0.021706294 0.035660774 0.0019248725 0.024994297 2.7472276e-4 0.0045045363 0.0047373017 0.013636237 0.10120635 0.0019375556 0.0019248725 0.021706294 5.5257425 4.2214956 
700 3 10 "Schoenberg_RI" NA 0 0 1 0 NA 0 24 1 NA NA 71 96 4 600000 0 -1 23 216 3 0 0.79562414 0.20437588 1.0 1.0 0.004188391 7.8993883 4.530574 0.05237983 0.004188391 0.08770222 0.0022537098 0.038032137 0.056503337 0.05237983 0.015209068 0.0013306227 0.011437539 0.0013306227 0.0074883206 0.019161502 0.004188391 0.08770222 0.0022537098 0.038032137 0.056503337 0.05237983 0.015209068 0.0013306227 0.011437539 0.0013306227 0.0074883206 0.019161502 0.004188391 0.08770222 0.0022537098 0.038032137 0.056503337 0.05237983 0.015209068 0.0013306227 0.011437539 0.0013306227 0.0074883206 0.019161502 0.004188391 0.05237983 0.004188391 7.8993883 4.530574 
700 3 11 "Schoenberg_RI" NA 0 0 1 0 NA 0 24 1 NA NA 71 96 4 600000 0 -1 23 240 3 0 0.9961447 0.003855331 1.0 1.0 0.004587187 7.768174 2.3893604 4.1802338e-4 0.004587187 0.29543108 4.6311275e-4 0.003961327 1.4982747e-4 4.1802338e-4 0.0025279678 1.1254951e-4 0.015782336 3.7249233e-4 0.0055490076 0.0021706903 0.004587187 0.29543108 4.6311275e-4 0.003961327 1.4982747e-4 4.1802338e-4 0.0025279678 1.1254951e-4 0.015782336 3.7249233e-4 0.0055490076 0.0021706903 0.004587187 0.29543108 4.6311275e-4 0.003961327 1.4982747e-4 4.1802338e-4 0.0025279678 1.1254951e-4 0.015782336 3.7249233e-4 0.0055490076 0.0021706903 0.004587187 4.1802338e-4 0.004587187 7.768174 2.3893604 
700 3 12 "Schoenberg_RI" NA 0 0 1 0 NA 0 24 1 NA NA 73 96 4 600000 0 -1 23 264 3 1 0.83546305 0.16453692 1.0 1.0 0.003215365 8.280802 4.3337502 0.002825069 0.03489555 0.11099334 0.003215365 0.029108487 0.0012974277 0.002825069 0.07626101 0.0010206504 0.014627516 0.0027848983 0.028568663 0.014220086 0.03489555 0.11099334 0.003215365 0.029108487 0.0012974277 0.002825069 0.07626101 0.0010206504 0.014627516 0.0027848983 0.028568663 0.014220086 0.03489555 0.11099334 0.003215365 0.029108487 0.0012974277 0.002825069 0.07626101 0.0010206504 0.014627516 0.0027848983 0.028568663 0.014220086 0.03489555 0.002825069 0.003215365 8.280802 4.3337502 
700 3 13 "Schoenberg_RI" NA 0 0 1 0 NA 0 24 1 NA NA 67 96 4 600000 0 -1 23 288 2 0 0.9814681 0.01853193 0.99999994 1.0 0.0019768255 8.982599 3.0380573 0.0011894886 0.0013042265 0.03082402 0.011506406 0.25325924 0.014323654 0.0011894886 0.0051117674 0.0018608 0.0019768255 0.0023467108 0.0018608 0.006541735 0.0013042265 0.03082402 0.011506406 0.25325924 0.014323654 0.0011894886 0.0051117674 0.0018608 0.0019768255 0.0023467108 0.0018608 0.006541735 0.0013042265 0.03082402 0.011506406 0.25325924 0.014323654 0.0011894886 0.0051117674 0.0018608 0.0019768255 0.0023467108 0.0018608 0.006541735 0.0013042265 0.0011894886 0.0019768255 8.982599 3.0380573 
700 3 14 "Schoenberg_RI" NA 0 0 1 0 NA 0 24 1 NA NA 67 96 4 600000 0 -1 23 312 2 0 0.7918045 0.20819555 1.0 1.0 0.042813197 4.5458007 4.5188737 0.009000649 0.001312774 0.046694905 0.0011323493 0.0060686176 0.0016428728 0.009000649 0.08452025 0.0031679173 0.042813197 0.038115066 0.053389817 0.039036926 0.001312774 0.046694905 0.0011323493 0.0060686176 0.0016428728 0.009000649 0.08452025 0.0031679173 0.042813197 0.038115066 0.053389817 0.039036926 0.001312774 0.046694905 0.0011323493 0.0060686176 0.0016428728 0.009000649 0.08452025 0.0031679173 0.042813197 0.038115066 0.053389817 0.039036926 0.001312774 0.009000649 0.042813197 4.5458007 4.5188737 
700 4 1 "Webern_Lieder_2" NA 0 0 1 0 NA 0 0 0 NA NA 79 96 4 600000 0 0 23 0 0 0 0.68790114 0.3120989 1.0 1.0 0.056580603 4.143549 4.919608 0.029393004 0.019121628 0.054808762 0.0027420074 0.046286937 0.010909427 0.029393004 0.034570068 0.0066223503 0.056580603 0.007837645 0.02967718 0.008814559 0.019121628 0.054808762 0.0027420074 0.046286937 0.010909427 0.029393004 0.034570068 0.0066223503 0.056580603 0.007837645 0.02967718 0.008814559 0.019121628 0.054808762 0.0027420074 0.046286937 0.010909427 0.029393004 0.034570068 0.0066223503 0.056580603 0.007837645 0.02967718 0.008814559 0.019121628 0.029393004 0.056580603 4.143549 4.919608 
700 4 2 "Webern_Lieder_2" NA 0 0 1 0 NA 0 24 1 NA NA 79 96 4 600000 0 0 23 24 1 0 0.5848526 0.4151474 1.0 1.0 0.121551946 3.040355 4.599287 0.020685695 0.009669268 0.036448367 0.0024254397 0.01693314 0.006780884 0.020685695 0.039833043 0.011603958 0.121551946 0.011001299 0.032883406 0.0065033305 0.009669268 0.036448367 0.0024254397 0.01693314 0.006780884 0.020685695 0.039833043 0.011603958 0.121551946 0.011001299 0.032883406 0.0065033305 0.009669268 0.036448367 0.0024254397 0.01693314 0.006780884 0.020685695 0.039833043 0.011603958 0.121551946 0.011001299 0.032883406 0.0065033305 0.009669268 0.020685695 0.121551946 3.040355 4.599287 
700 4 3 "Webern_Lieder_2" NA 0 0 1 0 NA 0 24 1 NA NA 70 96 4 600000 0 0 23 48 2 1 0.59572834 0.4042717 1.0 1.0 0.0057726894 7.4365406 4.56582 0.02037888 0.009862764 0.036980815 0.0019103548 0.016778016 0.006032523 0.02037888 0.039161023 0.011438267 0.12374049 0.01026247 0.034141555 0.0057726894 0.009862764 0.036980815 0.0019103548 0.016778016 0.006032523 0.02037888 0.039161023 0.011438267 0.12374049 0.01026247 0.034141555 0.0057726894 0.009862764 0.036980815 0.0019103548 0.016778016 0.006032523 0.02037888 0.039161023 0.011438267 0.12374049 0.01026247 0.034141555 0.0057726894 0.009862764 0.02037888 0.0057726894 7.4365406 4.56582 
700 4 4 "Webern_Lieder_2" NA 0 0 1 0 NA 0 24 1 NA NA 59 96 4 600000 0 0 23 72 3 0 0.49202362 0.50797635 0.99999994 1.0 0.01247261 6.325093 4.935688 0.015645389 0.01247261 0.037327204 0.00432143 0.025669446 0.015423112 0.015645389 0.022610936 0.0062167775 0.07524876 0.025752189 0.025358 0.05269971 0.01247261 0.037327204 0.00432143 0.025669446 0.015423112 0.015645389 0.022610936 0.0062167775 0.07524876 0.025752189 0.025358 0.05269971 0.01247261 0.037327204 0.00432143 0.025669446 0.015423112 0.015645389 0.022610936 0.0062167775 0.07524876 0.025752189 0.025358 0.05269971 0.01247261 0.015645389 0.01247261 6.325093 4.935688 
700 4 5 "Webern_Lieder_2" NA 0 0 1 0 NA 0 24 1 NA NA 68 96 4 600000 0 0 23 96 3 0 0.9361514 0.06384858 1.0 1.0 0.0010845631 9.84867 3.5644615 0.0021190397 0.041845873 0.1951161 0.0012035813 0.01523701 8.4369926e-4 0.0021190397 0.0016143511 0.001024724 0.015042539 0.0010845631 0.041730456 0.001110056 0.041845873 0.1951161 0.0012035813 0.01523701 8.4369926e-4 0.0021190397 0.0016143511 0.001024724 0.015042539 0.0010845631 0.041730456 0.001110056 0.041845873 0.1951161 0.0012035813 0.01523701 8.4369926e-4 0.0021190397 0.0016143511 0.001024724 0.015042539 0.0010845631 0.041730456 0.001110056 0.041845873 0.0021190397 0.0010845631 9.84867 3.5644615 
700 4 6 "Webern_Lieder_2" NA 0 0 1 0 NA 0 24 1 NA NA 68 96 4 600000 0 0 23 120 2 0 0.8852493 0.11475064 0.99999994 1.0 0.06336369 3.9801996 4.041489 0.0022040664 0.0032829081 0.009139447 0.0034557988 0.004103869 0.004528509 0.0022040664 0.011416686 0.0034557988 0.052005697 0.06336369 0.14776093 0.026052246 0.0032829081 0.009139447 0.0034557988 0.004103869 0.004528509 0.0022040664 0.011416686 0.0034557988 0.052005697 0.06336369 0.14776093 0.026052246 0.0032829081 0.009139447 0.0034557988 0.004103869 0.004528509 0.0022040664 0.011416686 0.0034557988 0.052005697 0.06336369 0.14776093 0.026052246 0.0032829081 0.0022040664 0.06336369 3.9801996 4.041489 
700 4 7 "Webern_Lieder_2" NA 0 0 1 0 NA 0 24 1 NA NA 73 96 4 600000 0 0 23 144 3 1 0.59358644 0.4064136 1.0 1.0 0.008366669 6.901131 4.6812887 0.005202812 0.009500331 0.016471637 0.008366669 0.008641217 0.009823658 0.005202812 0.01832185 0.008366669 0.07625323 0.07772179 0.041524585 0.04650361 0.009500331 0.016471637 0.008366669 0.008641217 0.009823658 0.005202812 0.01832185 0.008366669 0.07625323 0.07772179 0.041524585 0.04650361 0.009500331 0.016471637 0.008366669 0.008641217 0.009823658 0.005202812 0.01832185 0.008366669 0.07625323 0.07772179 0.041524585 0.04650361 0.009500331 0.005202812 0.008366669 6.901131 4.6812887 
700 4 8 "Webern_Lieder_2" NA 0 0 1 0 NA 0 24 1 NA NA 81 96 4 600000 0 0 23 168 2 0 0.93672156 0.063278414 1.0 1.0 0.01209238 6.3697577 3.6695726 0.009653802 0.0033838695 0.19711544 0.0068881735 0.06308727 0.005515184 0.009653802 0.0064715603 0.0017961583 0.014357857 0.0020725194 0.01209238 0.0033352745 0.0033838695 0.19711544 0.0068881735 0.06308727 0.005515184 0.009653802 0.0064715603 0.0017961583 0.014357857 0.0020725194 0.01209238 0.0033352745 0.0033838695 0.19711544 0.0068881735 0.06308727 0.005515184 0.009653802 0.0064715603 0.0017961583 0.014357857 0.0020725194 0.01209238 0.0033352745 0.0033838695 0.009653802 0.01209238 6.3697577 3.6695726 
700 4 9 "Webern_Lieder_2" NA 0 0 1 0 NA 0 24 1 NA NA 72 96 4 600000 0 0 23 192 2 0 0.8367575 0.16324249 1.0 1.0 0.010154151 6.6217866 4.286515 0.0029214288 0.022729672 0.010154151 0.0011937392 0.07088079 0.0010660279 0.0029214288 0.01181173 0.0036026277 0.11128117 0.0021320577 0.03159169 0.0544441 0.022729672 0.010154151 0.0011937392 0.07088079 0.0010660279 0.0029214288 0.01181173 0.0036026277 0.11128117 0.0021320577 0.03159169 0.0544441 0.022729672 0.010154151 0.0011937392 0.07088079 0.0010660279 0.0029214288 0.01181173 0.0036026277 0.11128117 0.0021320577 0.03159169 0.0544441 0.022729672 0.0029214288 0.010154151 6.6217866 4.286515 
700 4 10 "Webern_Lieder_2" NA 0 0 1 0 NA 0 24 1 NA NA 63 96 4 600000 0 0 23 216 2 0 0.74711293 0.25288713 1.0 1.0 0.0030680252 8.348474 4.6302385 0.017041935 0.049240217 0.08142729 0.0020147073 0.03884793 0.0030680252 0.017041935 0.015311228 0.00106088 0.036146585 0.0021238558 0.050993193 0.008282816 0.049240217 0.08142729 0.0020147073 0.03884793 0.0030680252 0.017041935 0.015311228 0.00106088 0.036146585 0.0021238558 0.050993193 0.008282816 0.049240217 0.08142729 0.0020147073 0.03884793 0.0030680252 0.017041935 0.015311228 0.00106088 0.036146585 0.0021238558 0.050993193 0.008282816 0.049240217 0.017041935 0.0030680252 8.348474 4.6302385 
700 4 11 "Webern_Lieder_2" NA 0 0 1 0 NA 0 24 1 NA NA 76 96 4 600000 0 0 23 240 2 0 0.66997576 0.3300243 1.0 1.0 0.017009703 5.877498 4.9881144 0.017009703 0.012318463 0.047216654 0.013086262 0.058183786 0.045349453 0.017009703 0.033332624 0.007228776 0.04369274 0.0089625055 0.019042222 0.012464124 0.012318463 0.047216654 0.013086262 0.058183786 0.045349453 0.017009703 0.033332624 0.007228776 0.04369274 0.0089625055 0.019042222 0.012464124 0.012318463 0.047216654 0.013086262 0.058183786 0.045349453 0.017009703 0.033332624 0.007228776 0.04369274 0.0089625055 0.019042222 0.012464124 0.012318463 0.017009703 0.017009703 5.877498 4.9881144 
700 4 12 "Webern_Lieder_2" NA 0 0 1 0 NA 0 24 1 NA NA 62 96 4 600000 0 0 23 264 3 0 0.758411 0.24158905 1.0 1.0 0.074517004 3.7462864 4.678388 0.03661587 0.005512756 0.0449158 0.023612777 0.074517004 0.0022665462 0.03661587 0.046866342 0.007452797 0.048553642 0.0017212068 0.013580015 0.0014704225 0.005512756 0.0449158 0.023612777 0.074517004 0.0022665462 0.03661587 0.046866342 0.007452797 0.048553642 0.0017212068 0.013580015 0.0014704225 0.005512756 0.0449158 0.023612777 0.074517004 0.0022665462 0.03661587 0.046866342 0.007452797 0.048553642 0.0017212068 0.013580015 0.0014704225 0.005512756 0.03661587 0.074517004 3.7462864 4.678388 
700 5 1 "Webern_Lieder_3" NA 0 0 1 0 NA 0 0 0 NA NA 72 96 4 500000 0 0 23 0 0 0 0.6879014 0.3120986 0.99999994 1.0 0.054808144 4.189466 4.9196 0.029392673 0.019125493 0.054808144 0.002741977 0.0462864 0.010909298 0.029392673 0.034564935 0.0066122357 0.05658375 0.007846846 0.029676838 0.008814457 0.019125493 0.054808144 0.002741977 0.0462864 0.010909298 0.029392673 0.034564935 0.0066122357 0.05658375 0.007846846 0.029676838 0.008814457 0.019125493 0.054808144 0.002741977 0.0462864 0.010909298 0.029392673 0.034564935 0.0066122357 0.05658375 0.007846846 0.029676838 0.008814457 0.019125493 0.029392673 0.054808144 4.189466 4.9196 
700 5 2 "Webern_Lieder_3" NA 0 0 1 0 NA 0 24 1 NA NA 63 96 4 500000 0 0 23 24 1 0 0.56147856 0.43852141 1.0 1.0 0.0077513 7.011346 4.6526356 0.019476335 0.029238341 0.115562454 0.005080648 0.042832434 0.0077513 0.019476335 0.0127809765 0.003489574 0.031568274 0.005286145 0.022835879 0.014700586 0.029238341 0.115562454 0.005080648 0.042832434 0.0077513 0.019476335 0.0127809765 0.003489574 0.031568274 0.005286145 0.022835879 0.014700586 0.029238341 0.115562454 0.005080648 0.042832434 0.0077513 0.019476335 0.0127809765 0.003489574 0.031568274 0.005286145 0.022835879 0.014700586 0.029238341 0.019476335 0.0077513 7.011346 4.6526356 
700 5 3 "Webern_Lieder_3" NA 0 0 1 0 NA 0 24 1 NA NA 76 96 4 500000 0 0 23 48 2 0 0.5442933 0.4557067 1.0 1.0 0.014976825 6.061125 4.891198 0.014976825 0.010673425 0.06771287 0.011828797 0.04476385 0.065526485 0.014976825 0.028468454 0.008220572 0.031507965 0.008696141 0.01604569 0.011369884 0.010673425 0.06771287 0.011828797 0.04476385 0.065526485 0.014976825 0.028468454 0.008220572 0.031507965 0.008696141 0.01604569 0.011369884 0.010673425 0.06771287 0.011828797 0.04476385 0.065526485 0.014976825 0.028468454 0.008220572 0.031507965 0.008696141 0.01604569 0.011369884 0.010673425 0.014976825 0.014976825 6.061125 4.891198 
700 5 4 "Webern_Lieder_3" NA 0 0 1 0 NA 0 24 1 NA NA 73 96 4 500000 0 0 23 72 3 0 0.7629274 0.23707256 1.0 1.0 0.0016431392 9.24933 4.509281 0.04423966 0.005301597 0.054129634 0.0016431392 0.083210684 0.002666095 0.04423966 0.045345183 0.007119319 0.04338729 0.0015019266 0.012246563 0.0012818892 0.005301597 0.054129634 0.0016431392 0.083210684 0.002666095 0.04423966 0.045345183 0.007119319 0.04338729 0.0015019266 0.012246563 0.0012818892 0.005301597 0.054129634 0.0016431392 0.083210684 0.002666095 0.04423966 0.045345183 0.007119319 0.04338729 0.0015019266 0.012246563 0.0012818892 0.005301597 0.04423966 0.0016431392 9.24933 4.509281 
700 5 5 "Webern_Lieder_3" NA 0 0 1 0 NA 0 24 1 NA NA 78 96 4 500000 0 0 23 96 2 0 0.8111826 0.18881741 1.0 1.0 0.0010716856 9.865902 4.4308014 0.030040517 0.0039480967 0.06990024 0.01044879 0.060541444 0.008818926 0.030040517 0.0075349817 0.0010716856 0.014490535 0.0028977576 0.09785567 0.004441663 0.0039480967 0.06990024 0.01044879 0.060541444 0.008818926 0.030040517 0.0075349817 0.0010716856 0.014490535 0.0028977576 0.09785567 0.004441663 0.0039480967 0.06990024 0.01044879 0.060541444 0.008818926 0.030040517 0.0075349817 0.0010716856 0.014490535 0.0028977576 0.09785567 0.004441663 0.0039480967 0.030040517 0.0010716856 9.865902 4.4308014 
700 5 6 "Webern_Lieder_3" NA 0 0 1 0 NA 0 24 1 NA NA 74 96 4 500000 0 0 23 120 1 0 0.85899574 0.14100426 1.0 1.0 0.021695388 5.526468 4.3137903 0.026966047 0.004998184 0.022818191 0.0015590542 0.021695388 0.0043762424 0.026966047 0.017752634 0.02604777 0.1504725 0.005413898 0.029821385 0.0017686695 0.004998184 0.022818191 0.0015590542 0.021695388 0.0043762424 0.026966047 0.017752634 0.02604777 0.1504725 0.005413898 0.029821385 0.0017686695 0.004998184 0.022818191 0.0015590542 0.021695388 0.0043762424 0.026966047 0.017752634 0.02604777 0.1504725 0.005413898 0.029821385 0.0017686695 0.004998184 0.026966047 0.021695388 5.526468 4.3137903 
700 5 7 "Webern_Lieder_3" NA 0 0 1 0 NA 0 24 1 NA NA 65 96 4 500000 0 0 23 144 2 0 0.77435607 0.22564386 1.0 1.0 0.009648039 6.6955485 4.570237 0.046572093 0.017859021 0.05558801 0.0029061297 0.04879721 0.0102193365 0.046572093 0.009648039 0.0016268529 0.082084425 9.0874825e-4 0.018814724 0.0013076891 0.017859021 0.05558801 0.0029061297 0.04879721 0.0102193365 0.046572093 0.009648039 0.0016268529 0.082084425 9.0874825e-4 0.018814724 0.0013076891 0.017859021 0.05558801 0.0029061297 0.04879721 0.0102193365 0.046572093 0.009648039 0.0016268529 0.082084425 9.0874825e-4 0.018814724 0.0013076891 0.017859021 0.046572093 0.009648039 6.6955485 4.570237 
700 5 8 "Webern_Lieder_3" NA 0 0 1 0 NA 0 24 1 NA NA 68 96 4 500000 0 0 23 168 2 0 0.7755261 0.22447386 1.0 1.0 0.0033643441 8.215459 4.6039557 0.07100534 0.00861993 0.009529086 0.0016271818 0.045211967 0.021660702 0.07100534 0.05273368 0.002145688 0.04786799 0.0033643441 0.015992833 0.0033643441 0.00861993 0.009529086 0.0016271818 0.045211967 0.021660702 0.07100534 0.05273368 0.002145688 0.04786799 0.0033643441 0.015992833 0.0033643441 0.00861993 0.009529086 0.0016271818 0.045211967 0.021660702 0.07100534 0.05273368 0.002145688 0.04786799 0.0033643441 0.015992833 0.0033643441 0.00861993 0.07100534 0.0033643441 8.215459 4.6039557 
700 5 9 "Webern_Lieder_3" NA 0 0 1 0 NA 0 24 1 NA NA 69 96 4 500000 0 0 23 192 2 0 0.7695494 0.23045054 0.99999994 1.0 0.021570953 5.534766 4.7447023 0.005908882 0.0070107533 0.023494566 0.009848137 0.012958623 0.0118129365 0.005908882 0.028041372 0.009338904 0.089619696 0.053679224 0.021570953 0.053773083 0.0070107533 0.023494566 0.009848137 0.012958623 0.0118129365 0.005908882 0.028041372 0.009338904 0.089619696 0.053679224 0.021570953 0.053773083 0.0070107533 0.023494566 0.009848137 0.012958623 0.0118129365 0.005908882 0.028041372 0.009338904 0.089619696 0.053679224 0.021570953 0.053773083 0.0070107533 0.005908882 0.021570953 5.534766 4.7447023 
700 5 10 "Webern_Lieder_3" NA 0 0 1 0 NA 0 24 1 NA NA 67 96 4 500000 0 0 23 216 3 0 0.79675794 0.20324203 1.0 1.0 0.08638795 3.5330262 4.560137 0.010053188 0.03557613 0.07315609 0.0018158074 0.013892787 0.0018158074 0.010053188 0.02191004 0.0057894746 0.08638795 0.003154407 0.049157046 0.012063697 0.03557613 0.07315609 0.0018158074 0.013892787 0.0018158074 0.010053188 0.02191004 0.0057894746 0.08638795 0.003154407 0.049157046 0.012063697 0.03557613 0.07315609 0.0018158074 0.013892787 0.0018158074 0.010053188 0.02191004 0.0057894746 0.08638795 0.003154407 0.049157046 0.012063697 0.03557613 0.010053188 0.08638795 3.5330262 4.560137 
700 5 11 "Webern_Lieder_3" NA 0 0 1 0 NA 0 24 1 NA NA 70 96 4 500000 0 0 23 240 3 0 0.8004356 0.19956431 1.0 1.0 0.0016723877 9.223875 4.470602 0.01945403 0.0047792275 0.026235705 2.3800251e-4 0.010934996 0.0014839205 0.01945403 0.047423515 0.06849298 0.056379776 0.0018848651 0.07979149 0.0016723877 0.0047792275 0.026235705 2.3800251e-4 0.010934996 0.0014839205 0.01945403 0.047423515 0.06849298 0.056379776 0.0018848651 0.07979149 0.0016723877 0.0047792275 0.026235705 2.3800251e-4 0.010934996 0.0014839205 0.01945403 0.047423515 0.06849298 0.056379776 0.0018848651 0.07979149 0.0016723877 0.0047792275 0.01945403 0.0016723877 9.223875 4.470602 
700 6 1 "Webern_Lieder_6" NA 0 0 1 0 NA 0 0 0 NA NA 78 96 4 500000 0 0 23 0 0 0 0.68795186 0.31204817 1.0 1.0 0.006601983 7.242885 4.9194474 0.029393693 0.019122731 0.054815024 0.002741701 0.046291642 0.01089336 0.029393693 0.034568097 0.006601983 0.05659099 0.007846702 0.02967414 0.008823182 0.019122731 0.054815024 0.002741701 0.046291642 0.01089336 0.029393693 0.034568097 0.006601983 0.05659099 0.007846702 0.02967414 0.008823182 0.019122731 0.054815024 0.002741701 0.046291642 0.01089336 0.029393693 0.034568097 0.006601983 0.05659099 0.007846702 0.02967414 0.008823182 0.019122731 0.029393693 0.006601983 7.242885 4.9194474 
700 6 2 "Webern_Lieder_6" NA 0 0 1 0 NA 0 24 1 NA NA 75 96 4 500000 0 0 23 24 1 0 0.7708225 0.22917746 1.0 1.0 0.0041134474 7.9254365 4.455398 0.024375021 0.006116566 0.022111787 0.0019870603 0.024079273 0.0041134474 0.024375021 0.019062672 0.038895007 0.13375285 0.0067697493 0.031297453 0.002483519 0.006116566 0.022111787 0.0019870603 0.024079273 0.0041134474 0.024375021 0.019062672 0.038895007 0.13375285 0.0067697493 0.031297453 0.002483519 0.006116566 0.022111787 0.0019870603 0.024079273 0.0041134474 0.024375021 0.019062672 0.038895007 0.13375285 0.0067697493 0.031297453 0.002483519 0.006116566 0.024375021 0.0041134474 7.9254365 4.455398 
700 6 3 "Webern_Lieder_6" NA 0 0 1 0 NA 0 24 1 NA NA 64 96 4 500000 0 0 23 48 2 0 0.8739317 0.12606828 1.0 1.0 0.0049235076 7.6660976 3.9515111 0.0049235076 0.0011139334 0.021037871 0.0033154634 0.06720274 0.03788555 0.0049235076 0.15949821 0.001863037 0.017750146 0.008270567 0.0018009426 0.0050177337 0.0011139334 0.021037871 0.0033154634 0.06720274 0.03788555 0.0049235076 0.15949821 0.001863037 0.017750146 0.008270567 0.0018009426 0.0050177337 0.0011139334 0.021037871 0.0033154634 0.06720274 0.03788555 0.0049235076 0.15949821 0.001863037 0.017750146 0.008270567 0.0018009426 0.0050177337 0.0011139334 0.0049235076 0.0049235076 7.6660976 3.9515111 
700 6 4 "Webern_Lieder_6" NA 0 0 1 0 NA 0 24 1 NA NA 67 96 4 500000 0 0 23 72 2 0 0.74480706 0.25519294 1.0 1.0 0.04564184 4.4534993 4.5920196 0.047683276 0.005399228 0.042722136 0.0031926082 0.07648984 0.0030300533 0.047683276 0.048253313 0.0109189395 0.04564184 0.0017361973 0.013189956 0.0014874244 0.005399228 0.042722136 0.0031926082 0.07648984 0.0030300533 0.047683276 0.048253313 0.0109189395 0.04564184 0.0017361973 0.013189956 0.0014874244 0.005399228 0.042722136 0.0031926082 0.07648984 0.0030300533 0.047683276 0.048253313 0.0109189395 0.04564184 0.0017361973 0.013189956 0.0014874244 0.005399228 0.047683276 0.04564184 4.4534993 4.5920196 
700 6 5 "Webern_Lieder_6" NA 0 0 1 0 NA 0 24 1 NA NA 78 96 4 500000 0 0 23 96 3 0 0.76472706 0.23527299 1.0 1.0 0.007033488 7.151544 4.497126 0.07317954 0.0052902875 0.037476763 5.4874877e-4 0.013253576 0.0026815867 0.07317954 0.04006617 0.007033488 0.07089153 0.00409893 0.025921738 0.0023412013 0.0052902875 0.037476763 5.4874877e-4 0.013253576 0.0026815867 0.07317954 0.04006617 0.007033488 0.07089153 0.00409893 0.025921738 0.0023412013 0.0052902875 0.037476763 5.4874877e-4 0.013253576 0.0026815867 0.07317954 0.04006617 0.007033488 0.07089153 0.00409893 0.025921738 0.0023412013 0.0052902875 0.07317954 0.007033488 7.151544 4.497126 
700 6 6 "Webern_Lieder_6" NA 0 0 1 0 NA 0 24 1 NA NA 65 96 4 500000 0 0 23 120 3 1 0.8059983 0.19400166 0.99999994 1.0 0.02156701 5.53503 4.0933475 0.044906415 0.0023970974 0.010297144 7.3013693e-4 0.014561781 0.0030078867 0.044906415 0.02156701 0.020835223 0.15813732 0.0026306298 0.02260407 9.2189416e-4 0.0023970974 0.010297144 7.3013693e-4 0.014561781 0.0030078867 0.044906415 0.02156701 0.020835223 0.15813732 0.0026306298 0.02260407 9.2189416e-4 0.0023970974 0.010297144 7.3013693e-4 0.014561781 0.0030078867 0.044906415 0.02156701 0.020835223 0.15813732 0.0026306298 0.02260407 9.2189416e-4 0.0023970974 0.044906415 0.02156701 5.53503 4.0933475 
