dataset.id melody.id note.id melody.name vertint12 articulation comma voice ornament dyn phrase bioi deltast accidental mpitch cpitch barlength pulses tempo mode keysig dur onset cpitch.order.ltm.cpitch cpitch.order.stm.cpitch cpitch.weight.ltm cpitch.weight.stm cpitch.weight.ltm.cpitch cpitch.weight.stm.cpitch cpitch.probability cpitch.information.content cpitch.entropy cpitch.40 cpitch.47 cpitch.48 cpitch.49 cpitch.50 cpitch.51 cpitch.52 cpitch.53 cpitch.54 cpitch.55 cpitch.56 cpitch.57 cpitch.58 cpitch.59 cpitch.60 cpitch.61 cpitch.62 cpitch.63 cpitch.64 cpitch.65 cpitch.66 cpitch.67 cpitch.68 cpitch.69 cpitch.70 cpitch.71 cpitch.72 cpitch.73 cpitch.74 cpitch.75 cpitch.76 cpitch.77 cpitch.78 cpitch.79 cpitch.80 cpitch.81 cpitch.82 cpitch.83 cpitch.88 probability information.content entropy 
700 2 7 "Schoenberg_P" NA 0 0 1 0 NA 0 24 1 NA NA 62 96 4 600000 0 0 23 144 3 0 0.9956386 0.0043613897 1.0 1.0 0.008495741 6.8790445 2.2096837 4.665693e-6 4.7818194e-6 1.2427271e-5 5.0140375e-6 1.5894411e-5 8.376739e-6 3.8024213e-5 2.7430517e-5 3.134736e-5 1.3871054e-4 1.9242798e-5 1.4062582e-4 6.675322e-5 1.1341284e-4 7.847914e-4 1.5397478e-4 0.008495741 1.2995144e-4 0.0019674145 0.06717838 0.0035599777 0.13767092 0.0040466855 0.11871503 0.077127874 0.034139223 0.5340723 0.002086745 0.0051320964 1.099471e-4 8.9387153e-4 0.0026126425 2.7060707e-4 1.2150784e-4 6.290444e-6 6.3449006e-5 2.4403576e-5 4.8979346e-6 4.665693e-6 0.008495741 6.8790445 2.2096837 
700 2 8 "Schoenberg_P" NA 0 0 1 0 NA 0 24 1 NA NA 61 96 4 600000 0 0 23 168 3 0 0.97969884 0.020301072 0.99999994 0.99999994 0.006948683 7.1690445 2.811777 3.331914e-5 3.4134995e-5 8.736604e-5 3.5765523e-5 4.5302042e-4 5.9263068e-5 3.194128e-4 6.981046e-4 8.35523e-4 0.0031784233 1.9186582e-4 0.0029609362 0.0025484653 0.0073008663 0.04578631 0.006948683 0.17748608 0.0072510904 0.3738711 0.012732125 0.027758574 0.06712613 9.097963e-4 0.04409041 0.0028570816 0.013942273 0.013168304 0.0010439502 0.18312971 6.768205e-4 0.0013481004 5.577508e-4 1.8726374e-4 1.9119986e-4 4.470763e-5 4.8759495e-5 3.9022027e-5 3.495046e-5 3.331914e-5 0.006948683 7.1690445 2.811777 
700 2 9 "Schoenberg_P" NA 0 0 1 0 NA 0 24 1 NA NA 67 96 4 600000 0 0 23 192 2 0 0.9861487 0.013851333 0.99999994 1.0 0.004217149 7.8895164 2.689802 3.4183107e-5 3.502572e-5 9.020285e-5 3.6710087e-5 1.1509881e-4 6.103107e-5 2.7307202e-4 1.9760703e-4 0.002311118 0.0073624514 1.3909247e-4 0.03771389 0.0025555934 0.2926183 0.009128553 0.0828459 0.3592553 0.016366182 0.091944866 0.0047529666 0.046520066 0.004217149 0.0018767065 0.013550532 0.0022731507 0.010534776 0.0037796795 0.0031630353 0.0032917063 6.494148e-4 0.0011838475 5.2389776e-4 1.9431768e-4 1.9842923e-4 4.595594e-5 5.0149614e-5 4.0075625e-5 3.586804e-5 3.4183107e-5 0.004217149 7.8895164 2.689802 
700 2 10 "Schoenberg_P" NA 0 0 1 0 NA 0 24 1 NA NA 68 96 4 600000 0 0 23 216 1 0 0.9130517 0.08694824 1.0 1.0 0.025562448 5.28983 3.6290278 2.2611352e-4 2.3126931e-4 5.5525836e-4 2.4154836e-4 6.9582363e-4 3.8672608e-4 0.0015484343 0.0011477063 0.001297148 0.0059298854 8.2915596e-4 0.004680535 0.0033211508 0.0054321704 0.018498883 0.0021113723 0.03329033 0.02015196 0.055395216 0.1438427 0.06674729 0.19689238 0.025562448 0.19960196 0.046467975 0.05020953 0.048488624 0.0061152074 0.030776855 0.008067618 0.011596271 0.003373221 0.0013275315 0.0033957153 5.170354e-4 3.224351e-4 2.6198395e-4 2.3641417e-4 2.2611352e-4 0.025562448 5.28983 3.6290278 
700 2 11 "Schoenberg_P" NA 0 0 1 0 NA 0 24 1 NA NA 59 96 4 600000 0 0 23 240 2 0 0.98089397 0.01910604 1.0 1.0 0.0012723467 9.618292 2.8613873 2.5845868e-5 2.647952e-5 6.785003e-5 2.774594e-5 8.6464126e-5 4.600299e-5 2.0419343e-4 1.4801846e-4 1.6882022e-4 8.994064e-4 2.779888e-4 6.4334465e-4 3.5549563e-4 0.0012723467 0.0014692214 2.281042e-4 0.0026917325 0.020803755 0.011519067 0.24480367 0.019702703 0.19144699 0.10764162 0.08804632 0.25007942 0.0144650815 0.024120077 0.0044464106 0.0025939774 6.532258e-4 0.009002342 8.989332e-4 1.455676e-4 1.4863108e-4 7.220766e-4 3.7840597e-5 3.0275463e-5 2.7112872e-5 2.5845868e-5 0.0012723467 9.618292 2.8613873 
700 2 12 "Schoenberg_P" NA 0 0 1 0 NA 0 24 1 NA NA 59 96 4 600000 0 0 23 264 2 0 0.9633318 0.036668163 1.0 1.0 0.21596506 2.2111301 3.202357 0.1467227 3.9817827e-5 7.281426e-4 4.168731e-5 7.53254e-4 6.8495254e-5 0.0032692694 0.0014385148 0.0014662541 0.029593319 0.0059945774 0.12502614 0.0017166759 0.21596506 0.1684844 0.03640867 0.043919034 0.0014967328 0.020401638 0.004011101 0.002469061 0.009202737 0.0045933877 0.15841517 0.002404591 0.0038426907 0.0038556976 0.0011501207 0.003368667 6.900314e-4 0.0012405341 5.594372e-4 2.1231639e-4 2.1670377e-4 5.191614e-5 5.6539327e-5 4.541686e-5 4.0752977e-5 3.8881844e-5 0.21596506 2.2111301 3.202357 
700 2 13 "Schoenberg_P" NA 0 0 1 0 NA 0 24 1 NA NA 60 96 4 600000 0 0 23 288 3 1 0.9518805 0.048119534 1.0 1.0 0.21248892 2.2345405 2.836728 6.5819605e-4 4.0335883e-5 7.1256893e-4 4.220666e-5 7.368463e-4 6.894043e-5 0.005403881 0.0013963997 0.0014230037 0.037907563 0.010105036 0.15306953 0.0016629193 0.3632089 0.21248892 0.049511205 0.07527111 0.0014735948 0.034812935 0.0039030882 0.0024164703 0.0088669555 0.009164378 0.0062175402 0.0023541145 0.0059342375 0.0036992072 0.0011194227 0.003237136 6.757049e-4 0.0012063374 5.491901e-4 2.1084175e-4 2.1514634e-4 5.242599e-5 5.703672e-5 4.5935853e-5 4.1271807e-5 3.9398856e-5 0.21248892 2.2345405 2.836728 
700 3 1 "Schoenberg_RI" NA 0 0 1 0 NA 0 0 0 NA NA 65 96 4 600000 0 -1 23 0 0 0 0.8015495 0.19845049 1.0 1.0 0.058130413 4.104563 4.553847 0.0017182946 0.0017526414 0.0037810537 0.0018208424 0.0046094363 0.0027523707 0.009302849 0.007152168 0.007963509 0.026369322 0.005376338 0.023762412 0.01463464 0.022459704 0.046676867 0.009976851 0.055028304 0.021911403 0.0514078 0.058130413 0.029306838 0.086053245 0.02311333 0.09789206 0.051185027 0.06856339 0.078722544 0.028759662 0.07035452 0.018792741 0.03064703 0.015798464 0.007055249 0.0071763466 0.0021855673 0.0023463336 0.0019553974 0.0017868225 0.0017182946 0.058130413 4.104563 4.553847 
700 3 2 "Schoenberg_RI" NA 0 0 1 0 NA 0 24 1 NA NA 66 96 4 600000 0 -1 23 24 1 0 0.7889367 0.2110633 1.0 1.0 0.009172962 6.7683964 3.7336972 4.8628708e-4 4.958533e-4 0.0010568765 5.148397e-4 0.0012844175 7.731908e-4 0.002563759 0.0019792246 0.0022000254 0.008108421 0.0014944923 0.011084859 0.013090691 0.007101732 0.041351333 0.0035571288 0.061904486 0.056424588 0.09592617 0.26739946 0.009172962 0.13089488 0.012643116 0.072035484 0.05826862 0.018563217 0.04246587 0.008725728 0.033323668 0.011698769 0.008600234 0.008050038 0.0019528231 0.0019858102 6.1619456e-4 6.6078326e-4 5.522659e-4 5.053704e-4 4.8628708e-4 0.009172962 6.7683964 3.7336972 
700 3 3 "Schoenberg_RI" NA 0 0 1 0 NA 0 24 1 NA NA 69 96 4 600000 0 -1 23 48 2 0 0.9117505 0.088249475 1.0 0.99999994 0.051612467 4.276137 3.2372463 7.514059e-5 7.685146e-5 1.8428364e-4 8.026224e-5 2.3086125e-4 1.2841597e-4 5.131561e-4 3.80516e-4 4.299875e-4 0.0016785834 2.750297e-4 0.0031048132 8.5914874e-4 0.0041758404 0.0032139746 0.21743944 0.035333898 0.010285996 0.10952633 0.15072036 0.2143625 0.09464391 0.03530199 0.051612467 0.0047107595 0.02430445 0.007639258 0.0045883716 0.013588217 0.001141849 0.0050900904 0.0017857039 0.0016888587 3.8197954e-4 9.878847e-5 1.0709534e-4 8.7042536e-5 7.855863e-5 7.514059e-5 0.051612467 4.276137 3.2372463 
