dataset.id melody.id note.id melody.name vertint12 articulation comma voice ornament dyn phrase bioi deltast accidental mpitch cpitch barlength pulses tempo mode keysig dur onset cpitch.order.ltm.cpitch cpitch.order.stm.cpitch cpitch.weight.ltm cpitch.weight.stm cpitch.weight.ltm.cpitch cpitch.weight.stm.cpitch cpitch.probability cpitch.information.content cpitch.entropy cpitch.40 cpitch.51 cpitch.53 cpitch.55 cpitch.56 cpitch.57 cpitch.58 cpitch.59 cpitch.60 cpitch.61 cpitch.62 cpitch.63 cpitch.64 cpitch.65 cpitch.66 cpitch.67 cpitch.68 cpitch.69 cpitch.70 cpitch.71 cpitch.72 cpitch.73 cpitch.74 cpitch.75 cpitch.76 cpitch.77 cpitch.78 cpitch.79 cpitch.80 cpitch.81 cpitch.82 cpitch.83 cpitch.84 cpitch.85 cpitch.86 cpitch.88 cpitch.89 cpitch.90 probability information.content entropy 
701 2 8 "Schoenberg_I" NA 0 0 1 0 NA 0 24 1 NA NA 88 96 4 600000 0 -1 23 168 1 0 0.40388888 0.5961111 1.0 1.0 0.025183184 5.3113956 5.10961 0.017663071 0.017663071 0.017663071 0.018373534 0.01802347 0.01871402 0.01802347 0.020588813 0.0190456 0.019368874 0.020293927 0.019684372 0.031135608 0.019992579 0.031450186 0.021438114 0.02722664 0.020293927 0.021160593 0.0190456 0.021160593 0.02663778 0.0190456 0.070558496 0.019368874 0.0190456 0.025611272 0.048846215 0.048846215 0.01871402 0.01802347 0.048846215 0.04610309 0.04610309 0.04610309 0.025183184 0.01729148 0.017663071 0.025183184 5.3113956 5.10961 
701 2 9 "Schoenberg_I" NA 0 0 1 0 NA 0 24 1 NA NA 82 96 4 600000 0 -1 23 192 2 0 0.5315227 0.46847728 1.0 1.0 0.01823696 5.776991 5.010375 0.017758576 0.017758576 0.017758576 0.018704528 0.01823696 0.019162014 0.01823696 0.021727435 0.01961007 0.02004928 0.021318832 0.020480167 0.020903207 0.020903207 0.021727435 0.022914559 0.022524985 0.021318832 0.022524985 0.01961007 0.022524985 0.021318832 0.01961007 0.14166737 0.02004928 0.01961007 0.019162014 0.038541522 0.038541522 0.019162014 0.01823696 0.038541522 0.03571872 0.03571872 0.03571872 0.03762136 0.017268553 0.017758576 0.01823696 5.776991 5.010375 
701 2 10 "Schoenberg_I" NA 0 0 1 0 NA 0 24 1 NA NA 81 96 4 600000 0 -1 23 216 1 0 0.49379107 0.50620896 1.0 1.0 0.019706681 5.6651716 5.1583886 0.018362232 0.018362232 0.018362232 0.019269219 0.018821325 0.019706681 0.018821325 0.02214661 0.020134412 0.02055302 0.02175943 0.020963069 0.021365054 0.021365054 0.02214661 0.048943903 0.022900864 0.048258193 0.022900864 0.020134412 0.022900864 0.02175943 0.020134412 0.04544342 0.02055302 0.020134412 0.019706681 0.03975407 0.03975407 0.019706681 0.038871583 0.03975407 0.03704193 0.03704193 0.03704193 0.038871583 0.017891057 0.018362232 0.019706681 5.6651716 5.1583886 
701 2 11 "Schoenberg_I" NA 0 0 1 0 NA 0 24 1 NA NA 90 96 4 600000 0 -1 23 240 1 0 0.46436846 0.5356316 1.0 1.0 0.017864434 5.806766 5.1470966 0.017864434 0.017864434 0.017864434 0.018693054 0.01828416 0.019091886 0.01828416 0.021306982 0.019481327 0.01986199 0.020956492 0.02023442 0.020599106 0.020599106 0.021306982 0.02232061 0.034805886 0.020956492 0.021988718 0.019481327 0.034805886 0.03420866 0.019481327 0.04323027 0.01986199 0.019481327 0.019091886 0.038120613 0.038120613 0.066675805 0.037324272 0.038120613 0.035669774 0.035669774 0.035669774 0.037324272 0.017433012 0.017864434 0.017864434 5.806766 5.1470966 
701 2 12 "Schoenberg_I" NA 0 0 1 0 NA 0 24 1 NA NA 90 96 4 600000 0 -1 23 264 1 0 0.575323 0.424677 1.0 1.0 0.030544722 5.0329328 5.051266 0.017798608 0.017798608 0.017798608 0.018827036 0.01831815 0.019325962 0.01831815 0.022141404 0.019815559 0.020296382 0.021691056 0.020768942 0.021233693 0.021233693 0.022141404 0.023453735 0.023022437 0.021691056 0.023022437 0.019815559 0.023022437 0.021691056 0.019815559 0.037659664 0.020296382 0.019815559 0.019325962 0.032225206 0.032225206 0.033041585 0.031393267 0.1327348 0.029678408 0.029678408 0.029678408 0.031393267 0.017267622 0.030544722 0.030544722 5.0329328 5.051266 
701 2 13 "Schoenberg_I" NA 0 0 1 0 NA 0 24 1 NA NA 89 96 4 600000 0 -1 23 288 1 1 0.2615512 0.7384488 1.0 1.0 0.013057467 6.258981 4.5407863 0.013238499 0.013238499 0.013238499 0.0135809295 0.0134128 0.013743381 0.0134128 0.014619922 0.0139005855 0.014052925 0.014483977 0.014200738 0.014344331 0.014344331 0.014619922 0.01500768 0.01488158 0.014483977 0.01488158 0.0139005855 0.01488158 0.014483977 0.0139005855 0.035890665 0.014052925 0.0139005855 0.013743381 0.03343588 0.03343588 0.03381834 0.033040658 0.05413541 0.032207567 0.032207567 0.032207567 0.033040658 0.013057467 0.26697183 0.013057467 6.258981 4.5407863 
701 3 1 "Schoenberg_R" NA 0 0 1 0 NA 0 0 0 NA NA 60 96 4 600000 0 0 23 0 0 0 0.50144285 0.49855715 1.0 1.0 0.025951419 5.268043 5.2440114 0.02500474 0.02500474 0.02500474 0.025639722 0.025324209 0.025639722 0.025324209 0.027457178 0.025951419 0.026259439 0.027162666 0.026563907 0.026864944 0.026864944 0.027457178 0.028036973 0.028036973 0.027457178 0.028036973 0.026259439 0.028322443 0.027457178 0.026259439 0.028036973 0.026563907 0.026259439 0.025951419 0.025951419 0.025951419 0.026259439 0.025639722 0.025951419 0.02500474 0.02500474 0.02500474 0.025639722 0.02500474 0.025639722 0.025951419 5.268043 5.2440114 
701 3 2 "Schoenberg_R" NA 0 0 1 0 NA 0 24 1 NA NA 59 96 4 600000 0 0 23 24 1 0 0.25952506 0.74047494 1.0 1.0 0.02168697 5.5270276 4.8994393 0.020661827 0.020661827 0.020661827 0.020931747 0.020798037 0.020931747 0.020798037 0.02168697 0.19478421 0.021192081 0.021566264 0.021318896 0.021443598 0.021443598 0.02168697 0.021922791 0.021922791 0.02168697 0.021922791 0.021192081 0.022038035 0.02168697 0.021192081 0.029755369 0.021318896 0.021192081 0.021063061 0.021063061 0.021063061 0.033906795 0.020931747 0.021063061 0.020661827 0.020661827 0.020661827 0.020931747 0.020661827 0.020931747 0.02168697 5.5270276 4.8994393 
701 3 3 "Schoenberg_R" NA 0 0 1 0 NA 0 24 1 NA NA 68 96 4 600000 0 0 23 48 1 0 0.23177218 0.7682278 1.0 1.0 0.021442723 5.5433683 4.768306 0.02074879 0.018394727 0.018394727 0.018609181 0.018502986 0.018609181 0.018502986 0.15636814 0.15387295 0.021035513 0.02124235 0.018916268 0.019015051 0.019015051 0.019207668 0.019394085 0.021442723 0.019207668 0.02299362 0.018815745 0.019485109 0.019207668 0.018815745 0.019394085 0.018916268 0.018815745 0.01871341 0.01871341 0.01871341 0.018815745 0.018609181 0.01871341 0.018394727 0.018394727 0.018394727 0.018609181 0.018394727 0.018609181 0.021442723 5.5433683 4.768306 
701 3 4 "Schoenberg_R" NA 0 0 1 0 NA 0 24 1 NA NA 67 96 4 600000 0 0 23 72 2 0 0.39392728 0.6060727 1.0 1.0 0.018438607 5.7611265 4.7363977 0.01685301 0.01685301 0.01685301 0.023617694 0.017021932 0.017188314 0.017021932 0.107407875 0.070705675 0.017513845 0.017985372 0.017673176 0.017830325 0.017830325 0.018138388 0.018438607 0.1869837 0.024213774 0.018438607 0.02103119 0.02185377 0.021507157 0.017513845 0.018438607 0.017673176 0.017513845 0.017352255 0.017352255 0.017352255 0.017513845 0.017188314 0.017352255 0.01685301 0.01685301 0.01685301 0.017188314 0.01685301 0.017188314 0.018438607 5.7611265 4.7363977 
