dataset.id melody.id note.id melody.name vertint12 articulation comma voice ornament dyn phrase bioi deltast accidental mpitch cpitch barlength pulses tempo mode keysig dur onset cpitch.order.ltm.cpint-cpintfref cpitch.order.stm.cpint-cpintfref cpitch.weight.ltm cpitch.weight.stm cpitch.weight.ltm.cpint-cpintfref cpitch.weight.stm.cpint-cpintfref cpitch.probability cpitch.information.content cpitch.entropy cpitch.40 cpitch.51 cpitch.53 cpitch.55 cpitch.56 cpitch.57 cpitch.58 cpitch.59 cpitch.60 cpitch.61 cpitch.62 cpitch.63 cpitch.64 cpitch.65 cpitch.66 cpitch.67 cpitch.68 cpitch.69 cpitch.70 cpitch.71 cpitch.72 cpitch.73 cpitch.74 cpitch.75 cpitch.76 cpitch.77 cpitch.78 cpitch.79 cpitch.80 cpitch.81 cpitch.82 cpitch.83 cpitch.84 cpitch.85 cpitch.86 cpitch.88 cpitch.89 cpitch.90 probability information.content entropy 
701 1 11 "Dallapiccola_quartina_2" NA 0 0 1 0 NA 0 24 1 NA NA 53 96 4 600000 0 0 23 240 0 0 0.72249234 0.27750772 1.0 1.0 0.016960518 5.8816757 4.919678 0.016960518 0.016960518 0.016960518 0.058667053 0.09044451 0.09044451 0.016960518 0.058667053 0.016960518 0.058667053 0.016960518 0.016960518 0.058667053 0.016960518 0.016960518 0.016960518 0.016960518 0.016960518 0.016960518 0.016960518 0.058667053 0.016960518 0.016960518 0.016960518 0.016960518 0.016960518 0.016960518 0.016960518 0.016960518 0.016960518 0.016960518 0.016960518 0.016960518 0.016960518 0.016960518 0.016960518 0.016960518 0.016960518 0.016960518 5.8816757 4.919678 
701 1 12 "Dallapiccola_quartina_2" NA 0 0 1 0 NA 0 24 1 NA NA 61 96 4 600000 0 0 23 264 0 0 0.7263833 0.2736167 1.0 1.0 0.08050344 3.634806 4.92096 0.018105553 0.08050344 0.08050344 0.018105553 0.08050344 0.08050344 0.018105553 0.018105553 0.018105553 0.08050344 0.018105553 0.018105553 0.018105553 0.018105553 0.018105553 0.018105553 0.018105553 0.018105553 0.018105553 0.018105553 0.018105553 0.018105553 0.018105553 0.018105553 0.018105553 0.018105553 0.018105553 0.018105553 0.018105553 0.018105553 0.018105553 0.018105553 0.018105553 0.018105553 0.018105553 0.018105553 0.018105553 0.018105553 0.08050344 3.634806 4.92096 
701 1 13 "Dallapiccola_quartina_2" NA 0 0 1 0 NA 0 24 1 NA NA 72 96 4 600000 0 0 23 288 1 0 0.6227319 0.3772681 1.0 1.0 0.018883703 5.7267146 5.1128135 0.018883703 0.018883703 0.058174655 0.018883703 0.04153225 0.018883703 0.018883703 0.018883703 0.04153225 0.04153225 0.04153225 0.018883703 0.04153225 0.018883703 0.04153225 0.04153225 0.018883703 0.058174655 0.018883703 0.018883703 0.018883703 0.018883703 0.04153225 0.018883703 0.018883703 0.04153225 0.018883703 0.018883703 0.018883703 0.018883703 0.018883703 0.018883703 0.018883703 0.018883703 0.018883703 0.018883703 0.018883703 0.018883703 0.018883703 5.7267146 5.1128135 
701 2 1 "Schoenberg_I" NA 0 0 1 0 NA 0 0 0 NA NA 79 96 4 600000 0 -1 23 0 0 0 0.5 0.5 1.0 1.0 0.02631578 5.247928 5.247927 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 5.247928 5.247927 
701 2 2 "Schoenberg_I" NA 0 0 1 0 NA 0 24 1 NA NA 85 96 4 600000 0 -1 23 24 0 0 0.708259 0.2917411 1.0 1.0 0.016864583 5.8898597 4.949615 0.016864583 0.016864583 0.016864583 0.016864583 0.016864583 0.016864583 0.016864583 0.016864583 0.016864583 0.016864583 0.016864583 0.016864583 0.016864583 0.016864583 0.051789265 0.016864583 0.016864583 0.016864583 0.051789265 0.016864583 0.016864583 0.016864583 0.078372054 0.016864583 0.078372054 0.016864583 0.051789265 0.051789265 0.016864583 0.016864583 0.051789265 0.016864583 0.016864583 0.016864583 0.016864583 0.078372054 0.016864583 0.016864583 0.016864583 5.8898597 4.949615 
701 2 3 "Schoenberg_I" NA 0 0 1 0 NA 0 24 1 NA NA 83 96 4 600000 0 -1 23 48 0 0 0.70284015 0.29715985 1.0 1.0 0.042603176 4.5528955 4.963385 0.016368844 0.016368844 0.016368844 0.016368844 0.016368844 0.016368844 0.016368844 0.016368844 0.016368844 0.016368844 0.016368844 0.016368844 0.016368844 0.016368844 0.016368844 0.016368844 0.016368844 0.016368844 0.016368844 0.016368844 0.09714101 0.016368844 0.016368844 0.016368844 0.06297073 0.016368844 0.016368844 0.042603176 0.016368844 0.016368844 0.042603176 0.042603176 0.042603176 0.06297073 0.06297073 0.042603176 0.016368844 0.042603176 0.042603176 4.5528955 4.963385 
701 2 4 "Schoenberg_I" NA 0 0 1 0 NA 0 24 1 NA NA 86 96 4 600000 0 -1 23 72 1 0 0.96227276 0.03772727 1.0 1.0 0.0079451185 6.975715 3.4710593 0.0079451185 0.0079451185 0.0079451185 0.0079451185 0.0079451185 0.0079451185 0.0079451185 0.0079451185 0.0079451185 0.0079451185 0.0079451185 0.0079451185 0.0079451185 0.0079451185 0.0079451185 0.0079451185 0.0079451185 0.0079451185 0.036485445 0.0079451185 0.0079451185 0.0079451185 0.0079451185 0.0079451185 0.036485445 0.0079451185 0.47867617 0.036485445 0.06405737 0.036485445 0.0079451185 0.036485445 0.0079451185 0.036485445 0.0079451185 0.0079451185 0.0079451185 0.0079451185 0.0079451185 6.975715 3.4710593 
701 2 5 "Schoenberg_I" NA 0 0 1 0 NA 0 24 1 NA NA 84 96 4 600000 0 -1 23 96 0 0 0.6470697 0.35293028 1.0 1.0 0.06996531 3.8372164 5.075995 0.018727537 0.018727537 0.018727537 0.018727537 0.018727537 0.018727537 0.018727537 0.018727537 0.018727537 0.018727537 0.018727537 0.018727537 0.018727537 0.018727537 0.018727537 0.018727537 0.018727537 0.018727537 0.018727537 0.018727537 0.018727537 0.04836698 0.018727537 0.018727537 0.018727537 0.04836698 0.04836698 0.04836698 0.018727537 0.018727537 0.018727537 0.04836698 0.06996531 0.04836698 0.04836698 0.018727537 0.04836698 0.018727537 0.06996531 3.8372164 5.075995 
701 2 6 "Schoenberg_I" NA 0 0 1 0 NA 0 24 1 NA NA 80 96 4 600000 0 -1 23 120 1 0 0.95112437 0.048875675 0.99999994 1.0 0.4499016 1.1523186 3.6422586 0.00857176 0.00857176 0.00857176 0.00857176 0.00857176 0.00857176 0.00857176 0.00857176 0.00857176 0.00857176 0.00857176 0.00857176 0.00857176 0.00857176 0.00857176 0.00857176 0.00857176 0.03457538 0.00857176 0.00857176 0.00857176 0.00857176 0.00857176 0.03457538 0.00857176 0.00857176 0.03457538 0.00857176 0.4499016 0.03457538 0.03457538 0.00857176 0.059489578 0.03457538 0.03457538 0.00857176 0.00857176 0.00857176 0.4499016 1.1523186 3.6422586 
701 2 7 "Schoenberg_I" NA 0 0 1 0 NA 0 24 1 NA NA 75 96 4 600000 0 -1 23 144 1 0 0.76770943 0.23229054 1.0 1.0 0.015226254 6.037295 4.784139 0.015226254 0.015226254 0.015226254 0.015226254 0.015226254 0.015226254 0.015226254 0.015226254 0.015226254 0.015226254 0.015226254 0.015226254 0.015226254 0.015226254 0.015226254 0.015226254 0.015226254 0.09016372 0.015226254 0.09016372 0.015226254 0.015226254 0.015226254 0.015226254 0.015226254 0.056921806 0.015226254 0.015226254 0.056921806 0.015226254 0.056921806 0.11997133 0.056921806 0.015226254 0.015226254 0.015226254 0.015226254 0.015226254 0.015226254 6.037295 4.784139 
701 2 8 "Schoenberg_I" NA 0 0 1 0 NA 0 24 1 NA NA 88 96 4 600000 0 -1 23 168 0 0 0.6661065 0.33389345 1.0 1.0 0.017483635 5.8378515 5.0362706 0.017483635 0.017483635 0.017483635 0.017483635 0.017483635 0.017483635 0.017483635 0.017483635 0.043285627 0.017483635 0.062686116 0.017483635 0.062686116 0.017483635 0.017483635 0.017483635 0.043285627 0.043285627 0.017483635 0.017483635 0.062686116 0.043285627 0.017483635 0.017483635 0.017483635 0.062686116 0.043285627 0.017483635 0.017483635 0.017483635 0.017483635 0.017483635 0.043285627 0.017483635 0.017483635 0.017483635 0.017483635 0.017483635 0.017483635 5.8378515 5.0362706 
701 2 9 "Schoenberg_I" NA 0 0 1 0 NA 0 24 1 NA NA 82 96 4 600000 0 -1 23 192 0 0 0.75282234 0.2471777 0.99999994 1.0 0.015997188 5.9660378 4.8383665 0.015997188 0.015997188 0.015997188 0.015997188 0.015997188 0.015997188 0.015997188 0.015997188 0.015997188 0.015997188 0.015997188 0.015997188 0.015997188 0.015997188 0.015997188 0.058294013 0.015997188 0.015997188 0.015997188 0.015997188 0.015997188 0.015997188 0.015997188 0.015997188 0.015997188 0.12109993 0.015997188 0.058294013 0.015997188 0.015997188 0.015997188 0.058294013 0.015997188 0.015997188 0.015997188 0.058294013 0.091517396 0.058294013 0.015997188 5.9660378 4.8383665 
701 2 10 "Schoenberg_I" NA 0 0 1 0 NA 0 24 1 NA NA 81 96 4 600000 0 -1 23 216 0 0 0.71099424 0.2890058 1.0 1.0 0.016273508 5.9413314 4.939946 0.016273508 0.016273508 0.016273508 0.016273508 0.016273508 0.016273508 0.016273508 0.016273508 0.016273508 0.016273508 0.046159167 0.016273508 0.016273508 0.016273508 0.016273508 0.016273508 0.016273508 0.016273508 0.016273508 0.06925184 0.016273508 0.016273508 0.016273508 0.016273508 0.06925184 0.016273508 0.016273508 0.08951695 0.046159167 0.016273508 0.046159167 0.016273508 0.016273508 0.046159167 0.046159167 0.016273508 0.016273508 0.06925184 0.016273508 5.9413314 4.939946 
701 2 11 "Schoenberg_I" NA 0 0 1 0 NA 0 24 1 NA NA 90 96 4 600000 0 -1 23 240 0 0 0.6629497 0.33705026 1.0 1.0 0.017922701 5.8020678 5.049208 0.017922701 0.017922701 0.017922701 0.017922701 0.017922701 0.017922701 0.017922701 0.017922701 0.017922701 0.017922701 0.044182424 0.044182424 0.017922701 0.017922701 0.017922701 0.044182424 0.08083203 0.017922701 0.017922701 0.017922701 0.017922701 0.017922701 0.017922701 0.017922701 0.017922701 0.017922701 0.044182424 0.017922701 0.017922701 0.06387266 0.044182424 0.044182424 0.044182424 0.044182424 0.017922701 0.017922701 0.017922701 0.017922701 0.017922701 5.8020678 5.049208 
701 2 12 "Schoenberg_I" NA 0 0 1 0 NA 0 24 1 NA NA 90 96 4 600000 0 -1 23 264 0 0 0.8201898 0.17981018 0.99999994 1.0 0.015535284 6.0083075 4.6080713 0.015535284 0.015535284 0.015535284 0.015535284 0.015535284 0.015535284 0.015535284 0.015535284 0.015535284 0.015535284 0.015535284 0.015535284 0.015535284 0.015535284 0.015535284 0.015535284 0.015535284 0.015535284 0.015535284 0.015535284 0.015535284 0.015535284 0.015535284 0.015535284 0.015535284 0.015535284 0.015535284 0.10057516 0.015535284 0.10057516 0.17007501 0.015535284 0.015535284 0.10057516 0.015535284 0.015535284 0.015535284 0.015535284 0.015535284 6.0083075 4.6080713 
701 2 13 "Schoenberg_I" NA 0 0 1 0 NA 0 24 1 NA NA 89 96 4 600000 0 -1 23 288 0 0 0.46248665 0.5375133 1.0 0.99999994 0.017497314 5.8367224 4.706302 0.017497314 0.017497314 0.017497314 0.017497314 0.017497314 0.017497314 0.017497314 0.017497314 0.017497314 0.017497314 0.017497314 0.017497314 0.017497314 0.017497314 0.017497314 0.017497314 0.017497314 0.017497314 0.017497314 0.017497314 0.017497314 0.017497314 0.017497314 0.017497314 0.017497314 0.017497314 0.017497314 0.045243196 0.017497314 0.045243196 0.06046013 0.017497314 0.017497314 0.045243196 0.017497314 0.017497314 0.017497314 0.22639886 0.017497314 5.8367224 4.706302 
701 3 1 "Schoenberg_R" NA 0 0 1 0 NA 0 0 0 NA NA 60 96 4 600000 0 0 23 0 0 0 0.5 0.5 1.0 1.0 0.02631578 5.247928 5.247927 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 5.247928 5.247927 
701 3 2 "Schoenberg_R" NA 0 0 1 0 NA 0 24 1 NA NA 59 96 4 600000 0 0 23 24 0 0 0.7225265 0.27747345 1.0 1.0 0.016197704 5.9480667 4.909849 0.016197704 0.07763889 0.016197704 0.016197704 0.016197704 0.07763889 0.05087839 0.016197704 0.016197704 0.05087839 0.016197704 0.016197704 0.016197704 0.016197704 0.016197704 0.016197704 0.07763889 0.016197704 0.016197704 0.05087839 0.016197704 0.016197704 0.016197704 0.05087839 0.016197704 0.016197704 0.016197704 0.016197704 0.016197704 0.07763889 0.016197704 0.016197704 0.016197704 0.016197704 0.016197704 0.016197704 0.016197704 0.016197704 0.016197704 5.9480667 4.909849 
