dataset.id melody.id note.id melody.name vertint12 articulation comma voice ornament dyn phrase bioi deltast accidental mpitch cpitch barlength pulses tempo mode keysig dur onset cpitch.order.ltm.cpint-cpintfref-cpitch cpitch.order.stm.cpint-cpintfref-cpitch cpitch.weight.ltm cpitch.weight.stm cpitch.weight.ltm.cpint-cpintfref-cpitch cpitch.weight.stm.cpint-cpintfref-cpitch cpitch.probability cpitch.information.content cpitch.entropy cpitch.40 cpitch.51 cpitch.53 cpitch.55 cpitch.56 cpitch.57 cpitch.58 cpitch.59 cpitch.60 cpitch.61 cpitch.62 cpitch.63 cpitch.64 cpitch.65 cpitch.66 cpitch.67 cpitch.68 cpitch.69 cpitch.70 cpitch.71 cpitch.72 cpitch.73 cpitch.74 cpitch.75 cpitch.76 cpitch.77 cpitch.78 cpitch.79 cpitch.80 cpitch.81 cpitch.82 cpitch.83 cpitch.84 cpitch.85 cpitch.86 cpitch.88 cpitch.89 cpitch.90 probability information.content entropy 
701 1 11 "Dallapiccola_quartina_2" NA 0 0 1 0 NA 0 24 1 NA NA 53 96 4 600000 0 0 23 240 0 0 0.9407264 0.059273586 1.0 1.0 0.014622566 6.0956597 3.813633 0.014622566 0.014622566 0.014622566 0.014622566 0.014622566 0.014622566 0.014622566 0.014622566 0.014622566 0.014622566 0.014622566 0.014622566 0.014622566 0.014622566 0.014622566 0.014622566 0.014622566 0.014622566 0.014622566 0.014622566 0.4589655 0.014622566 0.014622566 0.014622566 0.014622566 0.014622566 0.014622566 0.014622566 0.014622566 0.014622566 0.014622566 0.014622566 0.014622566 0.014622566 0.014622566 0.014622566 0.014622566 0.014622566 0.014622566 6.0956597 3.813633 
701 1 12 "Dallapiccola_quartina_2" NA 0 0 1 0 NA 0 24 1 NA NA 61 96 4 600000 0 0 23 264 0 0 0.5 0.5 1.0 1.0 0.026315775 5.2479286 5.247926 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 5.2479286 5.247926 
701 1 13 "Dallapiccola_quartina_2" NA 0 0 1 0 NA 0 24 1 NA NA 72 96 4 600000 0 0 23 288 0 0 0.7263833 0.2736167 1.0 1.0 0.018105552 5.787424 4.9209604 0.018105552 0.018105552 0.018105552 0.018105552 0.018105552 0.018105552 0.018105552 0.018105552 0.018105552 0.018105552 0.08050343 0.018105552 0.018105552 0.018105552 0.018105552 0.08050343 0.018105552 0.08050343 0.018105552 0.018105552 0.018105552 0.018105552 0.08050343 0.018105552 0.018105552 0.08050343 0.018105552 0.018105552 0.018105552 0.018105552 0.018105552 0.018105552 0.018105552 0.018105552 0.018105552 0.018105552 0.018105552 0.018105552 0.018105552 5.787424 4.9209604 
701 2 1 "Schoenberg_I" NA 0 0 1 0 NA 0 0 0 NA NA 79 96 4 600000 0 -1 23 0 0 0 0.5 0.5 1.0 1.0 0.02631578 5.247928 5.247927 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 5.247928 5.247927 
701 2 2 "Schoenberg_I" NA 0 0 1 0 NA 0 24 1 NA NA 85 96 4 600000 0 -1 23 24 0 0 0.5 0.5 1.0 1.0 0.026315775 5.2479286 5.247926 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 5.2479286 5.247926 
701 2 3 "Schoenberg_I" NA 0 0 1 0 NA 0 24 1 NA NA 83 96 4 600000 0 -1 23 48 0 0 0.5 0.5 1.0 1.0 0.026315775 5.2479286 5.247926 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 5.2479286 5.247926 
701 2 4 "Schoenberg_I" NA 0 0 1 0 NA 0 24 1 NA NA 86 96 4 600000 0 -1 23 72 0 0 0.5 0.5 1.0 1.0 0.026315775 5.2479286 5.247926 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 5.2479286 5.247926 
701 2 5 "Schoenberg_I" NA 0 0 1 0 NA 0 24 1 NA NA 84 96 4 600000 0 -1 23 96 0 0 0.5 0.5 1.0 1.0 0.026315775 5.2479286 5.247926 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 5.2479286 5.247926 
701 2 6 "Schoenberg_I" NA 0 0 1 0 NA 0 24 1 NA NA 80 96 4 600000 0 -1 23 120 0 0 0.5 0.5 1.0 1.0 0.026315775 5.2479286 5.247926 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 5.2479286 5.247926 
701 2 7 "Schoenberg_I" NA 0 0 1 0 NA 0 24 1 NA NA 75 96 4 600000 0 -1 23 144 0 0 0.5 0.5 1.0 1.0 0.026315775 5.2479286 5.247926 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 5.2479286 5.247926 
701 2 8 "Schoenberg_I" NA 0 0 1 0 NA 0 24 1 NA NA 88 96 4 600000 0 -1 23 168 0 0 0.9407264 0.059273586 1.0 1.0 0.014622568 6.0956597 3.813633 0.014622568 0.014622568 0.014622568 0.014622568 0.014622568 0.014622568 0.014622568 0.014622568 0.014622568 0.014622568 0.014622568 0.014622568 0.014622568 0.014622568 0.014622568 0.014622568 0.45896557 0.014622568 0.014622568 0.014622568 0.014622568 0.014622568 0.014622568 0.014622568 0.014622568 0.014622568 0.014622568 0.014622568 0.014622568 0.014622568 0.014622568 0.014622568 0.014622568 0.014622568 0.014622568 0.014622568 0.014622568 0.014622568 0.014622568 6.0956597 3.813633 
701 2 9 "Schoenberg_I" NA 0 0 1 0 NA 0 24 1 NA NA 82 96 4 600000 0 -1 23 192 0 0 0.5 0.5 1.0 1.0 0.026315775 5.2479286 5.247926 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 5.2479286 5.247926 
701 2 10 "Schoenberg_I" NA 0 0 1 0 NA 0 24 1 NA NA 81 96 4 600000 0 -1 23 216 0 0 0.5 0.5 1.0 1.0 0.026315775 5.2479286 5.247926 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 5.2479286 5.247926 
701 2 11 "Schoenberg_I" NA 0 0 1 0 NA 0 24 1 NA NA 90 96 4 600000 0 -1 23 240 0 0 0.5 0.5 1.0 1.0 0.026315775 5.2479286 5.247926 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 5.2479286 5.247926 
701 2 12 "Schoenberg_I" NA 0 0 1 0 NA 0 24 1 NA NA 90 96 4 600000 0 -1 23 264 0 0 0.5 0.5 1.0 1.0 0.026315775 5.2479286 5.247926 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 0.026315775 5.2479286 5.247926 
701 2 13 "Schoenberg_I" NA 0 0 1 0 NA 0 24 1 NA NA 89 96 4 600000 0 -1 23 288 0 0 0.8016512 0.19834884 1.0 0.99999994 0.014052549 6.153024 3.7074769 0.014052549 0.014052549 0.014052549 0.014052549 0.014052549 0.014052549 0.014052549 0.014052549 0.014052549 0.014052549 0.014052549 0.014052549 0.014052549 0.014052549 0.014052549 0.014052549 0.014052549 0.014052549 0.014052549 0.014052549 0.014052549 0.014052549 0.014052549 0.014052549 0.014052549 0.014052549 0.014052549 0.014052549 0.014052549 0.014052549 0.014052549 0.014052549 0.014052549 0.014052549 0.014052549 0.014052549 0.014052549 0.4800558 0.014052549 6.153024 3.7074769 
701 3 1 "Schoenberg_R" NA 0 0 1 0 NA 0 0 0 NA NA 60 96 4 600000 0 0 23 0 0 0 0.5 0.5 1.0 1.0 0.02631578 5.247928 5.247927 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 0.02631578 5.247928 5.247927 
701 3 2 "Schoenberg_R" NA 0 0 1 0 NA 0 24 1 NA NA 59 96 4 600000 0 0 23 24 0 0 0.9424056 0.057594474 1.0 1.0 0.012011839 6.3793993 3.7514203 0.012011839 0.012011839 0.012011839 0.012011839 0.012011839 0.012011839 0.012011839 0.012011839 0.012011839 0.012011839 0.012011839 0.012011839 0.012011839 0.012011839 0.012011839 0.012011839 0.012011839 0.012011839 0.012011839 0.012011839 0.012011839 0.012011839 0.012011839 0.19739921 0.012011839 0.012011839 0.012011839 0.012011839 0.012011839 0.3701745 0.012011839 0.012011839 0.012011839 0.012011839 0.012011839 0.012011839 0.012011839 0.012011839 0.012011839 6.3793993 3.7514203 
701 3 3 "Schoenberg_R" NA 0 0 1 0 NA 0 24 1 NA NA 68 96 4 600000 0 0 23 48 0 0 0.7315177 0.26848236 0.99999994 1.0 0.068011366 3.8780804 4.902446 0.017295016 0.017295016 0.017295016 0.017295016 0.017295016 0.017295016 0.017295016 0.068011366 0.068011366 0.068011366 0.068011366 0.017295016 0.017295016 0.017295016 0.017295016 0.017295016 0.068011366 0.017295016 0.10650283 0.017295016 0.017295016 0.017295016 0.017295016 0.017295016 0.017295016 0.017295016 0.017295016 0.017295016 0.017295016 0.017295016 0.017295016 0.017295016 0.017295016 0.017295016 0.017295016 0.017295016 0.017295016 0.017295016 0.068011366 3.8780804 4.902446 
701 3 4 "Schoenberg_R" NA 0 0 1 0 NA 0 24 1 NA NA 67 96 4 600000 0 0 23 72 1 0 0.9742158 0.02578416 1.0 1.0 0.0065509332 7.2540836 3.2329903 0.0065509332 0.0065509332 0.0065509332 0.07373245 0.0065509332 0.0065509332 0.0065509332 0.07373245 0.0065509332 0.0065509332 0.0065509332 0.0065509332 0.0065509332 0.0065509332 0.0065509332 0.0065509332 0.4880234 0.07373245 0.0065509332 0.040574793 0.0065509332 0.040574793 0.0065509332 0.0065509332 0.0065509332 0.0065509332 0.0065509332 0.0065509332 0.0065509332 0.0065509332 0.0065509332 0.0065509332 0.0065509332 0.0065509332 0.0065509332 0.0065509332 0.0065509332 0.0065509332 0.0065509332 7.2540836 3.2329903 
701 3 5 "Schoenberg_R" NA 0 0 1 0 NA 0 24 1 NA NA 67 96 4 600000 0 0 23 96 0 0 0.6681439 0.3318561 1.0 1.0 0.018848296 5.729422 5.0411463 0.018848296 0.018848296 0.018848296 0.018848296 0.018848296 0.018848296 0.018848296 0.018848296 0.018848296 0.018848296 0.018848296 0.018848296 0.05938615 0.018848296 0.018848296 0.018848296 0.05938615 0.018848296 0.05938615 0.018848296 0.018848296 0.018848296 0.018848296 0.018848296 0.05938615 0.018848296 0.05938615 0.018848296 0.05938615 0.018848296 0.05938615 0.018848296 0.018848296 0.018848296 0.018848296 0.018848296 0.018848296 0.018848296 0.018848296 5.729422 5.0411463 
701 3 6 "Schoenberg_R" NA 0 0 1 0 NA 0 24 1 NA NA 61 96 4 600000 0 0 23 120 0 0 0.31696808 0.6830319 1.0 1.0 0.018398983 5.7642303 4.7452536 0.018398983 0.018398983 0.018398983 0.018398983 0.018398983 0.018398983 0.018398983 0.018398983 0.018398983 0.018398983 0.018398983 0.018398983 0.030399041 0.018398983 0.018398983 0.2352366 0.030399041 0.018398983 0.030399041 0.018398983 0.018398983 0.018398983 0.018398983 0.018398983 0.030399041 0.018398983 0.030399041 0.018398983 0.030399041 0.018398983 0.030399041 0.018398983 0.018398983 0.018398983 0.018398983 0.018398983 0.018398983 0.018398983 0.018398983 5.7642303 4.7452536 
701 3 7 "Schoenberg_R" NA 0 0 1 0 NA 0 24 1 NA NA 62 96 4 600000 0 0 23 144 0 0 0.72638315 0.27361676 1.0 1.0 0.018105552 5.787424 4.9209595 0.018105552 0.018105552 0.018105552 0.018105552 0.018105552 0.018105552 0.018105552 0.018105552 0.018105552 0.018105552 0.018105552 0.018105552 0.018105552 0.018105552 0.018105552 0.08050341 0.018105552 0.08050341 0.018105552 0.018105552 0.08050341 0.018105552 0.08050341 0.018105552 0.018105552 0.08050341 0.018105552 0.018105552 0.018105552 0.018105552 0.018105552 0.018105552 0.018105552 0.018105552 0.018105552 0.018105552 0.018105552 0.018105552 0.018105552 5.787424 4.9209595 
701 3 8 "Schoenberg_R" NA 0 0 1 0 NA 0 24 1 NA NA 57 96 4 600000 0 0 23 168 0 0 0.7315177 0.26848236 0.99999994 1.0 0.068011366 3.8780804 4.9024453 0.017295016 0.017295016 0.017295016 0.017295016 0.017295016 0.068011366 0.017295016 0.10650283 0.017295016 0.068011366 0.017295016 0.017295016 0.017295016 0.068011366 0.017295016 0.017295016 0.017295016 0.017295016 0.017295016 0.068011366 0.017295016 0.017295016 0.017295016 0.017295016 0.068011366 0.017295016 0.017295016 0.017295016 0.017295016 0.017295016 0.017295016 0.017295016 0.017295016 0.017295016 0.017295016 0.017295016 0.017295016 0.017295016 0.068011366 3.8780804 4.9024453 
701 3 9 "Schoenberg_R" NA 0 0 1 0 NA 0 24 1 NA NA 65 96 4 600000 0 0 23 192 1 0 0.98760605 0.012393922 0.99999994 1.0 0.007943609 6.97599 2.870106 0.007943609 0.007943609 0.007943609 0.56472874 0.007943609 0.007943609 0.007943609 0.007943609 0.007943609 0.007943609 0.007943609 0.007943609 0.007943609 0.007943609 0.007943609 0.007943609 0.007943609 0.007943609 0.14930142 0.007943609 0.007943609 0.007943609 0.007943609 0.007943609 0.007943609 0.007943609 0.007943609 0.007943609 0.007943609 0.007943609 0.007943609 0.007943609 0.007943609 0.007943609 0.007943609 0.007943609 0.007943609 0.007943609 0.007943609 6.97599 2.870106 
701 3 10 "Schoenberg_R" NA 0 0 1 0 NA 0 24 1 NA NA 63 96 4 600000 0 0 23 216 0 0 0.86953014 0.13046978 1.0 1.0 0.013617211 6.198425 4.3534594 0.013617211 0.013617211 0.013617211 0.013617211 0.013617211 0.013617211 0.013617211 0.013617211 0.013617211 0.013617211 0.24109198 0.013617211 0.013617211 0.013617211 0.013617211 0.013617211 0.098641045 0.098641045 0.013617211 0.013617211 0.013617211 0.098641045 0.013617211 0.013617211 0.013617211 0.013617211 0.013617211 0.013617211 0.013617211 0.013617211 0.013617211 0.013617211 0.013617211 0.013617211 0.013617211 0.013617211 0.013617211 0.013617211 0.013617211 6.198425 4.3534594 
701 3 11 "Schoenberg_R" NA 0 0 1 0 NA 0 24 1 NA NA 66 96 4 600000 0 0 23 240 0 0 0.77162445 0.22837558 1.0 1.0 0.080740854 3.6305573 4.7878394 0.016547458 0.016547458 0.016547458 0.016547458 0.016547458 0.016547458 0.016547458 0.016547458 0.080740854 0.016547458 0.016547458 0.080740854 0.016547458 0.080740854 0.080740854 0.016547458 0.016547458 0.016547458 0.016547458 0.016547458 0.016547458 0.016547458 0.016547458 0.016547458 0.13097079 0.016547458 0.016547458 0.016547458 0.016547458 0.016547458 0.016547458 0.016547458 0.016547458 0.016547458 0.016547458 0.016547458 0.016547458 0.016547458 0.080740854 3.6305573 4.7878394 
