melody.id,note.id,melody.name,cpitch,information.content,entropy,Viewpoint,Time
6,9,"""Webern_Lieder_6""",63,9.054432,4.449162,cpintfref,Before
6,10,"""Webern_Lieder_6""",63,5.1245694,4.7644396,cpintfref,Before
6,11,"""Webern_Lieder_6""",60,5.3789535,4.4963274,cpintfref,Before
6,12,"""Webern_Lieder_6""",81,6.5952473,4.9884534,cpintfref,Before
6,13,"""Webern_Lieder_6""",81,4.0993237,4.314112,cpintfref,Before
6,14,"""Webern_Lieder_6""",73,9.20881,4.3484282,cpintfref,Before
6,15,"""Webern_Lieder_6""",68,9.661014,4.262303,cpintfref,Before
6,16,"""Webern_Lieder_6""",59,7.0267215,4.783923,cpintfref,Before
7,1,"""Webern_qrt_V1_2""",72,4.189435,4.9195805,cpintfref,Before
7,2,"""Webern_qrt_V1_2""",83,5.096899,4.6529937,cpintfref,Before
7,3,"""Webern_qrt_V1_2""",74,5.22936,3.9775157,cpintfref,Before
7,4,"""Webern_qrt_V1_2""",61,7.9315886,4.547465,cpintfref,Before
7,5,"""Webern_qrt_V1_2""",69,6.2267723,3.3708532,cpintfref,Before
7,6,"""Webern_qrt_V1_2""",82,5.919586,3.854382,cpintfref,Before
7,7,"""Webern_qrt_V1_2""",67,4.586347,4.963821,cpintfref,Before
7,8,"""Webern_qrt_V1_2""",80,4.4522395,4.9052973,cpintfref,Before
7,9,"""Webern_qrt_V1_2""",88,8.5905695,4.346212,cpintfref,Before
7,10,"""Webern_qrt_V1_2""",75,3.838622,4.5238066,cpintfref,Before
7,11,"""Webern_qrt_V1_2""",66,10.402372,4.2162066,cpintfref,Before
7,12,"""Webern_qrt_V1_2""",77,4.907004,4.294178,cpintfref,Before
8,1,"""Webern_qrt_V2_1""",68,6.99368,4.9195323,cpintfref,Before
8,2,"""Webern_qrt_V2_1""",55,3.9186058,4.8342586,cpintfref,Before
8,3,"""Webern_qrt_V2_1""",70,6.5219836,4.4268084,cpintfref,Before
8,4,"""Webern_qrt_V2_1""",73,8.679419,4.9134846,cpintfref,Before
8,5,"""Webern_qrt_V2_1""",62,3.454486,4.8068123,cpintfref,Before
8,6,"""Webern_qrt_V2_1""",71,6.093677,4.7805996,cpintfref,Before
8,7,"""Webern_qrt_V2_1""",60,3.6725338,3.5554543,cpintfref,Before
8,8,"""Webern_qrt_V2_1""",75,7.223882,4.7484584,cpintfref,Before
8,9,"""Webern_qrt_V2_1""",66,9.1797285,4.36822,cpintfref,Before
8,10,"""Webern_qrt_V2_1""",77,4.9258194,4.289653,cpintfref,Before
8,11,"""Webern_qrt_V2_1""",57,5.753481,4.59975,cpintfref,Before
8,12,"""Webern_qrt_V2_1""",70,7.9830008,4.153148,cpintfref,Before
8,13,"""Webern_qrt_V2_1""",67,4.3241563,5.040511,cpintfref,Before
1,1,"""Dallapiccola_quartina_1""",58,6.130979,4.4972076,cpitch,Before
1,2,"""Dallapiccola_quartina_1""",69,6.3574157,3.407572,cpitch,Before
1,3,"""Dallapiccola_quartina_1""",77,9.025841,2.4498303,cpitch,Before
1,4,"""Dallapiccola_quartina_1""",74,2.52887,2.948564,cpitch,Before
1,5,"""Dallapiccola_quartina_1""",72,0.5354236,1.9000559,cpitch,Before
1,6,"""Dallapiccola_quartina_1""",72,2.4825861,2.9928656,cpitch,Before
1,7,"""Dallapiccola_quartina_1""",66,8.018332,3.1690903,cpitch,Before
1,8,"""Dallapiccola_quartina_1""",67,1.2599101,2.5009053,cpitch,Before
1,9,"""Dallapiccola_quartina_1""",75,7.4120626,3.5139227,cpitch,Before
1,10,"""Dallapiccola_quartina_1""",75,3.1573122,2.7589,cpitch,Before
1,11,"""Dallapiccola_quartina_1""",73,5.038534,2.379684,cpitch,Before
1,12,"""Dallapiccola_quartina_1""",68,7.114073,3.063848,cpitch,Before
1,13,"""Dallapiccola_quartina_1""",59,4.3194895,2.6294487,cpitch,Before
1,14,"""Dallapiccola_quartina_1""",40,16.36723,2.5963798,cpitch,Before
2,1,"""Schoenberg_P""",70,4.288115,4.5536823,cpitch,Before
2,2,"""Schoenberg_P""",64,6.634785,3.365077,cpitch,Before
2,3,"""Schoenberg_P""",66,5.2920356,2.3426688,cpitch,Before
2,4,"""Schoenberg_P""",63,5.314073,3.2869172,cpitch,Before
2,5,"""Schoenberg_P""",65,5.7260666,1.9560715,cpitch,Before
2,6,"""Schoenberg_P""",69,5.066338,2.9540348,cpitch,Before
2,7,"""Schoenberg_P""",62,6.8790445,2.2096837,cpitch,Before
